1	1:0.167902	2:0.108584	3:-0.363484	4:0.104702	5:-0.258224	6:-0.042543	7:-0.711535	8:-0.277528	9:0.340576	10:-0.049130	11:0.216188	
1	1:0.047008	2:-0.202924	3:-0.051382	4:0.239322	5:-0.678414	6:-0.337474	7:-0.430534	8:0.204181	9:-0.193204	10:-0.130965	11:-0.202568	
1	1:0.046902	2:0.581042	3:-0.499591	4:0.044067	5:-0.143543	6:0.180516	7:0.350878	8:-0.336921	9:-0.248090	10:0.226530	11:-0.077275	
1	1:0.088739	2:-0.622540	3:0.400865	4:-0.259913	5:-0.255291	6:-0.228935	7:-0.181410	8:0.054479	9:-0.011661	10:-0.331355	11:-0.336046	
1	1:0.078064	2:0.460919	3:-0.521686	4:0.078367	5:-0.086701	6:0.395470	7:-0.179589	8:-0.124329	9:-0.396448	10:0.142998	11:-0.337518	
1	1:0.068563	2:0.115973	3:0.120024	4:-0.384929	5:0.600119	6:0.044141	7:0.291437	8:0.121758	9:-0.043287	10:0.330966	11:0.495993	
1	1:0.084779	2:0.075624	3:-0.136662	4:-0.042885	5:-0.340270	6:0.261615	7:-0.281354	8:0.276717	9:-0.352918	10:-0.518429	11:-0.483011	
1	1:0.077565	2:-0.058658	3:0.246320	4:-0.128979	5:-0.662609	6:0.184543	7:-0.080893	8:0.017981	9:0.365910	10:0.462921	11:-0.291676	
1	1:0.055099	2:-0.446239	3:-0.216272	4:0.234477	5:-0.023596	6:0.004399	7:-0.282120	8:0.263318	9:0.726756	10:-0.005508	11:0.135545	
1	1:0.050597	2:-0.127425	3:-0.721525	4:0.203680	5:-0.279772	6:-0.305125	7:-0.383309	8:0.087085	9:-0.288516	10:0.091420	11:-0.040455	
1	1:0.089617	2:-0.740807	3:-0.368083	4:-0.203263	5:0.067130	6:0.084148	7:-0.467861	8:0.112982	9:-0.142639	10:-0.041014	11:-0.033153	
1	1:0.053520	2:0.339306	3:-0.468915	4:-0.044791	5:-0.068516	6:-0.658638	7:-0.323002	8:0.002916	9:-0.340783	10:-0.033810	11:-0.002491	
1	1:0.049976	2:-0.195039	3:0.521491	4:0.119473	5:-0.255591	6:-0.332816	7:-0.365015	8:0.214254	9:0.511807	10:-0.082115	11:0.222063	
1	1:0.089200	2:0.158385	3:0.524041	4:0.538265	5:-0.192340	6:0.215303	7:-0.080543	8:-0.211380	9:0.506833	10:-0.094856	11:0.047045	
1	1:0.075325	2:-0.291589	3:0.399383	4:-0.132142	5:0.015848	6:0.166586	7:-0.623058	8:0.330878	9:-0.364422	10:-0.104209	11:0.250973	
1	1:0.087870	2:-0.460545	3:-0.273847	4:-0.482436	5:-0.056239	6:0.020290	7:0.006550	8:0.634518	9:0.028557	10:-0.095041	11:0.237405	
1	1:0.038545	2:0.071894	3:0.298730	4:-0.478136	5:0.180238	6:-0.092269	7:0.387730	8:-0.139244	9:0.120346	10:-0.458775	11:-0.489706	
1	1:0.066090	2:0.045173	3:-0.345864	4:0.197153	5:-0.011345	6:-0.082150	7:-0.617148	8:-0.635675	9:-0.131400	10:-0.151803	11:0.054398	
1	1:0.082215	2:-0.026084	3:-0.215901	4:-0.031612	5:0.387075	6:0.266666	7:0.506318	8:-0.375033	9:0.545362	10:-0.121583	11:-0.121659	
1	1:0.113510	2:-0.676646	3:-0.143960	4:0.349943	5:-0.210418	6:-0.285876	7:0.106042	8:-0.382112	9:0.126182	10:-0.120769	11:0.268922	
1	1:0.101455	2:0.168183	3:0.450497	4:0.129012	5:-0.027165	6:-0.176728	7:0.489085	8:0.032820	9:-0.614234	10:-0.184405	11:-0.241430	
1	1:0.068518	2:-0.280563	3:-0.383558	4:-0.156156	5:-0.037002	6:0.211861	7:0.288952	8:-0.695146	9:-0.254746	10:-0.258739	11:0.016476	
1	1:0.057651	2:0.196366	3:-0.257036	4:0.492525	5:0.286959	6:0.441151	7:-0.327341	8:0.051293	9:-0.098052	10:-0.312274	11:0.394457	
1	1:0.042293	2:-0.213903	3:0.482958	4:-0.295326	5:0.106398	6:-0.254739	7:-0.430310	8:-0.194855	9:-0.158126	10:-0.289826	11:0.472906	
1	1:0.061113	2:-0.302299	3:0.261034	4:0.047929	5:0.287936	6:0.162694	7:-0.229315	8:-0.560181	9:-0.376800	10:0.177514	11:-0.430338	
1	1:0.106128	2:0.222518	3:-0.260715	4:-0.048347	5:0.400772	6:-0.130521	7:-0.407005	8:-0.356348	9:-0.014969	10:-0.358943	11:-0.519189	
1	1:0.075971	2:-0.361639	3:-0.447668	4:0.367316	5:-0.506043	6:0.137302	7:0.047309	8:0.411023	9:-0.027174	10:0.277189	11:0.066610	
1	1:0.061696	2:-0.067396	3:-0.023019	4:-0.180995	5:0.176762	6:-0.459958	7:-0.050489	8:0.738152	9:0.003329	10:-0.369696	11:0.177344	
1	1:0.084445	2:-0.241485	3:-0.137486	4:0.063937	5:0.195829	6:-0.472088	7:0.063224	8:-0.459817	9:-0.124123	10:-0.258729	11:-0.593777	
1	1:0.083499	2:-0.396872	3:0.201978	4:0.232361	5:-0.456186	6:-0.495163	7:-0.136013	8:-0.325523	9:0.226928	10:0.330805	11:0.045271	
1	1:0.055144	2:-0.396550	3:0.482386	4:0.091475	5:0.255221	6:-0.404101	7:-0.329897	8:0.077824	9:-0.022998	10:0.230369	11:0.449133	
1	1:0.057479	2:-0.355412	3:0.352212	4:0.056448	5:-0.016346	6:-0.319411	7:0.409619	8:0.488717	9:0.473513	10:-0.082935	11:0.055882	
1	1:0.063379	2:-0.391977	3:-0.290829	4:-0.122705	5:0.634363	6:-0.234873	7:-0.370573	8:-0.156243	9:-0.246231	10:-0.250291	11:-0.010321	
1	1:0.069400	2:0.156283	3:0.465910	4:-0.467854	5:0.265182	6:-0.005746	7:0.326846	8:-0.396147	9:-0.016539	10:-0.042788	11:-0.445623	
1	1:0.123978	2:-0.178836	3:0.203843	4:-0.397465	5:0.356656	6:0.109164	7:-0.133598	8:-0.323556	9:-0.128463	10:0.062019	11:-0.686375	
1	1:0.056996	2:-0.231491	3:-0.032257	4:-0.143956	5:-0.245629	6:0.073790	7:0.572369	8:-0.255796	9:0.029308	10:0.674719	11:0.080480	
1	1:0.064968	2:-0.074571	3:-0.342679	4:-0.355864	5:-0.344503	6:-0.422474	7:-0.136419	8:-0.300276	9:-0.204956	10:0.253420	11:-0.483714	
1	1:0.045179	2:-0.111464	3:-0.287954	4:-0.223882	5:0.170534	6:0.104015	7:0.271310	8:-0.170114	9:-0.352161	10:-0.539496	11:-0.543114	
1	1:0.085457	2:-0.309650	3:0.198882	4:-0.297716	5:0.253667	6:-0.163973	7:0.337267	8:-0.427246	9:0.034034	10:0.209466	11:0.579715	
1	1:0.067233	2:-0.137922	3:-0.044674	4:0.024215	5:-0.033688	6:-0.040753	7:-0.066872	8:-0.684874	9:-0.626212	10:0.312541	11:0.087932	
1	1:0.054592	2:0.266134	3:-0.037177	4:-0.489576	5:-0.311930	6:0.351198	7:0.299245	8:-0.079138	9:0.266444	10:-0.539420	11:-0.081913	
1	1:0.081320	2:-0.868680	3:0.022703	4:-0.158776	5:0.207681	6:0.108827	7:0.220601	8:-0.046453	9:-0.313950	10:0.054111	11:-0.075944	
1	1:0.072036	2:0.202301	3:-0.001257	4:-0.493317	5:0.213406	6:0.120295	7:0.217924	8:-0.243125	9:0.530053	10:-0.109767	11:-0.500902	
1	1:0.043350	2:-0.145273	3:-0.543498	4:-0.619669	5:0.361066	6:-0.074626	7:0.156960	8:-0.231579	9:-0.266120	10:-0.029673	11:-0.108317	
1	1:0.058856	2:0.010601	3:0.374952	4:-0.428068	5:-0.464090	6:0.479539	7:-0.124430	8:-0.088376	9:-0.442724	10:0.077764	11:-0.043717	
1	1:0.055736	2:-0.350193	3:0.186578	4:-0.198668	5:-0.136913	6:-0.240889	7:0.250731	8:-0.571389	9:-0.217857	10:0.124664	11:-0.520434	
1	1:0.077890	2:-0.022487	3:0.112805	4:0.526335	5:-0.564601	6:-0.148469	7:-0.242168	8:-0.423942	9:0.154727	10:-0.050919	11:-0.312972	
1	1:0.060350	2:0.208152	3:0.222734	4:-0.394138	5:0.199716	6:-0.040056	7:-0.641530	8:-0.386309	9:0.208047	10:-0.201832	11:-0.248534	
1	1:0.051925	2:-0.174349	3:0.135334	4:-0.484584	5:0.022956	6:-0.424169	7:-0.330679	8:0.414664	9:-0.279265	10:-0.096131	11:-0.405952	
1	1:0.049853	2:-0.199081	3:0.135153	4:-0.065967	5:-0.365540	6:-0.219887	7:-0.263549	8:0.356445	9:0.608548	10:-0.431646	11:-0.011547	
1	1:0.056485	2:0.332729	3:-0.313309	4:0.185815	5:0.004906	6:0.080207	7:-0.689927	8:0.079068	9:-0.213231	10:0.142728	11:0.445942	
1	1:0.068048	2:0.084910	3:-0.631257	4:-0.222541	5:-0.261386	6:-0.158256	7:-0.413435	8:-0.020919	9:-0.188147	10:-0.339289	11:0.353411	
1	1:0.080313	2:0.426017	3:-0.112189	4:-0.212634	5:0.444132	6:-0.416061	7:-0.358894	8:-0.137057	9:-0.409214	10:0.248487	11:0.084313	
1	1:0.067119	2:-0.056128	3:0.682738	4:-0.350891	5:-0.182369	6:0.016508	7:-0.529503	8:-0.157327	9:0.063815	10:-0.228282	11:-0.090819	
1	1:0.088719	2:-0.301396	3:0.159249	4:0.290110	5:0.244156	6:0.546775	7:-0.005233	8:-0.018912	9:-0.354511	10:0.490961	11:-0.257068	
1	1:0.088424	2:0.393836	3:-0.363356	4:0.303634	5:0.181071	6:-0.367433	7:0.008214	8:-0.139286	9:-0.167140	10:-0.606241	11:0.173574	
1	1:0.058661	2:-0.392464	3:0.230564	4:-0.372229	5:0.303898	6:-0.229215	7:0.015061	8:-0.615363	9:0.197541	10:0.296222	11:-0.015961	
1	1:0.070489	2:0.012802	3:-0.085697	4:-0.004096	5:-0.623754	6:-0.249118	7:0.101504	8:0.409842	9:0.043259	10:-0.556558	11:-0.215583	
1	1:0.083937	2:0.248452	3:0.390150	4:-0.219322	5:0.684091	6:0.048342	7:0.192282	8:-0.098522	9:-0.190938	10:0.012773	11:0.421059	
1	1:0.063550	2:-0.075516	3:0.160887	4:0.364168	5:-0.703772	6:0.128918	7:-0.134229	8:0.187290	9:0.457914	10:-0.080292	11:-0.224974	
1	1:0.078978	2:-0.064709	3:0.144985	4:-0.676599	5:-0.077820	6:0.233590	7:0.002911	8:-0.519672	9:-0.001894	10:0.244534	11:-0.346815	
1	1:0.070279	2:0.303996	3:-0.279159	4:-0.050736	5:-0.327700	6:-0.082324	7:-0.134167	8:-0.245234	9:-0.014400	10:-0.444991	11:-0.656973	
1	1:0.078440	2:0.500114	3:0.106079	4:-0.190243	5:0.197197	6:0.193131	7:-0.473899	8:0.085618	9:-0.581298	10:-0.190704	11:-0.117963	
1	1:0.054526	2:-0.294316	3:0.271133	4:-0.108607	5:-0.360996	6:-0.262972	7:0.093995	8:-0.645628	9:-0.320308	10:0.226076	11:0.215050	
1	1:0.085027	2:-0.147459	3:-0.304546	4:-0.242190	5:-0.821428	6:-0.131574	7:0.250293	8:-0.028880	9:0.113118	10:-0.164995	11:0.155138	
1	1:0.064538	2:-0.114459	3:-0.260280	4:0.287499	5:-0.187389	6:-0.757105	7:-0.311114	8:-0.015808	9:-0.234851	10:0.219249	11:-0.154089	
1	1:0.103610	2:0.026561	3:0.252233	4:0.699464	5:0.419387	6:-0.134367	7:0.250429	8:0.183254	9:0.001231	10:-0.160430	11:-0.345994	
1	1:0.050978	2:-0.070832	3:-0.499802	4:-0.471240	5:-0.470380	6:-0.293081	7:-0.067621	8:0.030109	9:-0.369407	10:-0.223926	11:-0.145870	
1	1:0.059543	2:-0.367352	3:0.103342	4:0.037415	5:0.515843	6:0.232679	7:-0.186633	8:-0.257626	9:0.175021	10:-0.566802	11:-0.275852	
1	1:0.075014	2:-0.312797	3:0.156044	4:0.245043	5:-0.204398	6:-0.139860	7:0.487914	8:0.057877	9:-0.248667	10:-0.668891	11:0.011599	
1	1:0.061503	2:0.409181	3:-0.109103	4:0.008272	5:0.113520	6:0.002280	7:-0.357684	8:0.454469	9:0.081901	10:-0.407434	11:-0.544733	
1	1:0.064274	2:0.171876	3:0.431204	4:0.305615	5:0.004552	6:0.425245	7:-0.116357	8:0.410946	9:0.093767	10:-0.533742	11:-0.173343	
1	1:0.077140	2:-0.530770	3:-0.379378	4:0.016505	5:0.368054	6:0.264905	7:-0.067425	8:-0.382240	9:0.139103	10:0.381946	11:0.215889	
1	1:0.054556	2:-0.254101	3:-0.394030	4:-0.216803	5:-0.698762	6:0.059172	7:0.291867	8:0.098216	9:-0.280264	10:-0.237834	11:-0.092074	
1	1:0.061250	2:-0.155315	3:-0.198173	4:0.072608	5:-0.491801	6:-0.098798	7:-0.265914	8:-0.727471	9:0.109686	10:0.209965	11:-0.141108	
1	1:0.064512	2:0.452586	3:0.004460	4:-0.005681	5:-0.207398	6:0.046991	7:0.283363	8:-0.232198	9:-0.391707	10:-0.497979	11:0.458369	
1	1:0.098917	2:-0.022549	3:-0.275436	4:-0.138744	5:0.143413	6:0.413495	7:0.198911	8:-0.444897	9:0.550008	10:0.008008	11:-0.403700	
1	1:0.084902	2:-0.490995	3:-0.408086	4:-0.040362	5:-0.024040	6:-0.422938	7:-0.232831	8:0.502449	9:-0.252781	10:-0.182170	11:-0.018662	
1	1:0.079969	2:-0.060713	3:0.116717	4:-0.330727	5:0.596221	6:0.573759	7:-0.228749	8:0.081710	9:0.131567	10:0.271592	11:-0.179337	
1	1:0.073908	2:-0.667208	3:0.203405	4:-0.439077	5:-0.379221	6:-0.135544	7:0.129307	8:0.228283	9:-0.071439	10:-0.168039	11:-0.225508	
1	1:0.049403	2:-0.346549	3:-0.368772	4:0.442019	5:0.115892	6:-0.222043	7:0.090617	8:-0.194590	9:-0.072880	10:-0.603599	11:-0.260068	
1	1:0.074948	2:-0.036029	3:-0.378034	4:-0.126411	5:0.338681	6:-0.384376	7:-0.514521	8:-0.391447	9:-0.006071	10:-0.247515	11:-0.304109	
1	1:0.071794	2:-0.244734	3:0.431395	4:0.228023	5:-0.094427	6:-0.196684	7:-0.302184	8:-0.058530	9:-0.138897	10:0.487971	11:-0.545073	
1	1:0.069818	2:-0.183700	3:-0.235181	4:0.564543	5:0.488607	6:-0.277772	7:0.223947	8:0.411486	9:-0.097201	10:-0.206160	11:-0.006658	
1	1:0.120199	2:0.320958	3:0.295052	4:0.259822	5:-0.181787	6:-0.682901	7:-0.193365	8:-0.131319	9:-0.241143	10:0.303404	11:0.154068	
1	1:0.060039	2:-0.518825	3:0.217617	4:0.223072	5:-0.035013	6:-0.474767	7:-0.110306	8:0.426662	9:-0.423309	10:0.141602	11:0.100091	
1	1:0.059045	2:0.112197	3:0.728578	4:-0.129033	5:0.019231	6:0.167320	7:-0.155955	8:0.336625	9:-0.291627	10:0.113239	11:0.415423	
1	1:0.069206	2:0.497734	3:-0.130948	4:-0.037523	5:-0.106431	6:0.472053	7:0.048979	8:0.037714	9:0.565046	10:0.234863	11:-0.341315	
1	1:0.059593	2:0.377639	3:0.526373	4:0.345579	5:0.276466	6:-0.064530	7:-0.470411	8:0.035278	9:-0.131890	10:0.056773	11:0.365509	
1	1:0.096322	2:0.148129	3:0.249962	4:-0.211418	5:-0.479877	6:-0.075670	7:0.308567	8:-0.569337	9:0.452796	10:0.033235	11:0.010323	
1	1:0.064382	2:0.103998	3:-0.288577	4:0.386154	5:-0.177310	6:-0.366100	7:-0.159241	8:0.002663	9:0.317589	10:-0.202034	11:-0.648178	
1	1:0.076222	2:-0.203028	3:-0.321042	4:-0.423994	5:-0.438869	6:-0.214707	7:0.215755	8:-0.364292	9:0.026972	10:0.476261	11:0.156893	
1	1:0.086527	2:-0.110837	3:0.168974	4:0.293045	5:-0.309838	6:0.058290	7:0.418773	8:0.433894	9:-0.363856	10:0.514035	11:0.078395	
1	1:0.061576	2:-0.472935	3:-0.177754	4:0.459636	5:0.279019	6:0.471189	7:0.135398	8:-0.214887	9:0.217111	10:-0.011784	11:-0.343544	
1	1:0.065450	2:-0.281580	3:-0.288329	4:0.069992	5:-0.377402	6:-0.331641	7:0.608345	8:-0.423037	9:0.041386	10:0.021773	11:0.157314	
1	1:0.084105	2:0.344058	3:0.013969	4:-0.138535	5:0.286526	6:0.683426	7:-0.390443	8:-0.112877	9:-0.150767	10:0.223178	11:-0.261282	
1	1:0.066323	2:-0.199117	3:0.029296	4:-0.254210	5:-0.360815	6:-0.088093	7:-0.163909	8:0.157997	9:0.456806	10:-0.344987	11:0.610744	
1	1:0.054864	2:0.584254	3:-0.368968	4:0.054742	5:0.158814	6:-0.425573	7:0.106924	8:0.053783	9:0.189369	10:-0.009889	11:-0.509789	
1	1:0.072028	2:-0.360608	3:-0.216132	4:0.570396	5:-0.279405	6:0.413147	7:0.407877	8:0.004985	9:0.217816	10:0.142998	11:0.098341	
1	1:0.105100	2:0.199268	3:-0.518651	4:-0.481939	5:0.270721	6:-0.201903	7:-0.214054	8:-0.372393	9:-0.175356	10:0.210379	11:0.272806	
1	1:0.075038	2:-0.237818	3:-0.076288	4:-0.023192	5:0.036789	6:-0.390008	7:-0.262716	8:-0.152024	9:-0.763827	10:0.036774	11:-0.317931	
1	1:0.088198	2:-0.511562	3:-0.046338	4:0.057330	5:0.294481	6:-0.069035	7:0.613082	8:-0.128969	9:-0.345549	10:0.109062	11:0.331370	
1	1:0.103205	2:-0.315426	3:0.223119	4:-0.360118	5:0.031605	6:0.106140	7:-0.027594	8:0.454865	9:-0.101107	10:0.184217	11:-0.668058	
1	1:0.049270	2:-0.481962	3:0.228027	4:-0.256420	5:0.044772	6:0.281220	7:-0.083902	8:0.522517	9:0.061911	10:-0.531538	11:-0.004274	
1	1:0.049653	2:-0.060427	3:0.662749	4:-0.095816	5:0.006097	6:-0.198495	7:-0.342581	8:-0.566442	9:0.030300	10:0.130932	11:-0.223046	
1	1:0.063114	2:0.277931	3:0.011274	4:0.415085	5:-0.523058	6:0.037982	7:0.360232	8:0.381895	9:-0.345298	10:0.269209	11:-0.063257	
1	1:0.068771	2:-0.167118	3:0.331747	4:0.218340	5:-0.141735	6:-0.039284	7:0.353322	8:-0.395314	9:-0.305575	10:0.641854	11:0.038981	
1	1:0.065419	2:-0.525989	3:-0.406603	4:0.222399	5:0.260174	6:-0.462463	7:0.057873	8:0.101495	9:-0.129954	10:-0.006928	11:-0.438315	
1	1:0.137282	2:-0.384519	3:0.355457	4:-0.151804	5:-0.295068	6:-0.168677	7:-0.706770	8:0.132403	9:-0.122566	10:0.023819	11:0.189061	
1	1:0.080813	2:0.173572	3:0.127040	4:0.178804	5:-0.344384	6:-0.027155	7:0.098428	8:-0.017040	9:0.122636	10:0.611029	11:0.630492	
1	1:0.083635	2:-0.621672	3:-0.111852	4:-0.141642	5:-0.372602	6:-0.110412	7:0.075125	8:0.413470	9:0.270276	10:0.392468	11:-0.138745	
1	1:0.069180	2:0.137779	3:-0.223884	4:-0.265621	5:-0.107510	6:0.042928	7:0.601147	8:0.626096	9:-0.147872	10:0.040715	11:0.255447	
1	1:0.071633	2:0.197656	3:0.411586	4:-0.051108	5:-0.505212	6:-0.335133	7:0.159672	8:0.030318	9:-0.529233	10:0.072713	11:-0.323179	
1	1:0.048918	2:-0.228731	3:-0.553893	4:-0.125177	5:0.491364	6:-0.090251	7:-0.122883	8:0.274961	9:0.049704	10:-0.521441	11:-0.090356	
1	1:0.061953	2:0.075601	3:0.018424	4:0.165587	5:-0.125003	6:-0.425217	7:-0.434549	8:-0.577122	9:-0.140379	10:-0.029593	11:0.473042	
1	1:0.055663	2:0.329913	3:0.187198	4:0.319011	5:0.077183	6:-0.224428	7:0.197092	8:0.572547	9:0.558421	10:-0.058585	11:-0.114025	
1	1:0.066957	2:-0.295637	3:-0.145242	4:-0.388741	5:0.087968	6:0.467342	7:-0.281750	8:-0.220206	9:0.114193	10:0.087267	11:-0.601020	
1	1:0.077191	2:-0.169401	3:-0.527209	4:-0.087274	5:0.416138	6:-0.459401	7:0.126094	8:0.368945	9:0.026583	10:-0.317626	11:-0.204807	
1	1:0.057870	2:-0.546955	3:-0.334040	4:0.336713	5:-0.305640	6:0.141544	7:0.563718	8:0.086242	9:-0.159698	10:-0.065696	11:0.063609	
1	1:0.059119	2:0.256086	3:0.695401	4:-0.353128	5:0.021412	6:-0.157765	7:0.232347	8:0.018802	9:0.390229	10:0.279050	11:-0.113171	
1	1:0.132027	2:-0.306264	3:-0.047455	4:-0.244622	5:0.214883	6:0.092135	7:-0.264020	8:-0.167388	9:-0.050123	10:0.707429	11:0.413911	
1	1:0.066960	2:-0.078698	3:-0.324814	4:0.393949	5:-0.388280	6:-0.189975	7:-0.656582	8:-0.125061	9:0.280115	10:0.128549	11:0.006525	
1	1:0.066737	2:0.431643	3:-0.165510	4:-0.370367	5:-0.187855	6:0.071417	7:0.275659	8:-0.275744	9:0.083758	10:0.210445	11:-0.633207	
1	1:0.085228	2:-0.296635	3:0.006365	4:-0.642680	5:0.174773	6:0.313749	7:0.538233	8:0.206076	9:-0.022978	10:0.030753	11:0.170429	
1	1:0.061807	2:0.303467	3:-0.453329	4:-0.045873	5:0.294940	6:-0.184312	7:-0.589889	8:-0.240392	9:-0.357258	10:0.055167	11:-0.197687	
1	1:0.062884	2:-0.061579	3:0.070147	4:-0.718159	5:-0.017266	6:0.257575	7:-0.134153	8:-0.586361	9:0.133452	10:-0.059880	11:-0.147399	
1	1:0.039561	2:-0.449748	3:-0.212022	4:0.488921	5:-0.085221	6:-0.244160	7:0.432034	8:0.202999	9:-0.365688	10:0.053585	11:-0.284300	
1	1:0.082045	2:0.487634	3:-0.369582	4:-0.230453	5:-0.258074	6:0.017161	7:0.356941	8:0.257720	9:0.441559	10:0.260629	11:-0.205323	
1	1:0.110110	2:0.078283	3:-0.060753	4:0.051070	5:0.087703	6:-0.211285	7:-0.229347	8:-0.086759	9:-0.863571	10:0.201107	11:0.277108	
1	1:0.083034	2:-0.219440	3:0.176598	4:0.432585	5:0.130324	6:0.245422	7:0.459616	8:-0.147098	9:-0.478632	10:0.046049	11:0.430493	
1	1:0.082187	2:0.228963	3:-0.337911	4:-0.231105	5:-0.582050	6:-0.113443	7:-0.061539	8:0.113779	9:0.515306	10:-0.176996	11:-0.328597	
1	1:0.059214	2:-0.234843	3:-0.023993	4:0.725808	5:-0.229326	6:-0.443671	7:-0.108140	8:-0.251379	9:-0.275368	10:-0.106458	11:-0.049886	
1	1:0.060718	2:-0.255889	3:-0.028752	4:0.098937	5:-0.098719	6:-0.440167	7:0.294487	8:-0.787564	9:0.018461	10:0.079962	11:0.054888	
1	1:0.068807	2:-0.120440	3:-0.672972	4:-0.393686	5:0.111143	6:0.254251	7:0.273523	8:0.070437	9:-0.441363	10:-0.007241	11:-0.145786	
1	1:0.051692	2:0.089077	3:-0.772135	4:0.071517	5:-0.248005	6:-0.514894	7:0.051122	8:-0.160613	9:-0.083872	10:-0.120995	11:-0.106674	
1	1:0.064375	2:0.206111	3:0.298303	4:-0.154570	5:0.319641	6:0.217730	7:0.015693	8:0.405587	9:0.640241	10:0.158103	11:-0.302108	
1	1:0.067750	2:-0.293771	3:-0.307955	4:-0.307613	5:0.016881	6:-0.654347	7:-0.045096	8:-0.414237	9:0.137592	10:0.188431	11:0.251253	
1	1:0.056919	2:-0.027111	3:-0.012983	4:0.263200	5:-0.548320	6:0.091206	7:-0.439535	8:-0.196170	9:-0.482266	10:-0.380203	11:0.093811	
1	1:0.053762	2:0.249444	3:0.016931	4:0.184671	5:-0.449592	6:0.331019	7:0.397186	8:0.129146	9:0.516593	10:0.352077	11:0.153396	
1	1:0.063642	2:-0.072374	3:-0.365250	4:-0.113216	5:0.025569	6:-0.099924	7:-0.285663	8:0.613846	9:-0.448455	10:0.141041	11:-0.392978	
