-1 3:0.509320 4:-0.939960 5:1.000000 6:0.267080 7:-0.035200 9:1.000000 12:-1.000000 13:0.000000 15:-1.000000 16:-0.342650 17:-0.376810 22:0.000000 25:-0.162530 26:0.922360 27:0.397520 28:0.265010 29:0.000000 31:1.000000 33:0.000000 34:0.000000 
1 3:0.996450 4:0.064680 5:1.000000 6:-0.012360 7:0.978110 9:0.961120 12:0.078080 13:0.893230 15:0.942120 16:0.052690 17:0.888090 22:0.118300 25:0.813290 26:0.134120 27:0.794760 28:0.136380 29:0.791100 31:0.771220 33:0.709410 34:0.120150 
-1 3:0.000000 4:0.000000 5:-1.000000 6:-1.000000 7:1.000000 9:-1.000000 12:1.000000 13:1.000000 15:1.000000 16:1.000000 17:-1.000000 22:-1.000000 25:-1.000000 26:1.000000 27:1.000000 28:-1.000000 29:-1.000000 31:-1.000000 33:1.000000 34:-1.000000 
1 3:0.670650 4:0.025280 5:0.666260 6:0.050310 7:0.571970 9:0.087760 12:0.121310 13:0.620990 15:0.786370 16:0.109760 17:0.583730 22:0.213260 25:0.488380 26:0.237240 27:0.461670 28:0.246180 29:0.434330 31:0.406630 33:1.000000 34:0.330360 
-1 3:1.000000 4:-1.000000 5:0.000000 6:0.000000 7:0.000000 9:1.000000 12:-1.000000 13:-0.718750 15:0.000000 16:0.000000 17:-1.000000 22:1.000000 25:-1.000000 26:1.000000 27:1.000000 28:1.000000 29:1.000000 31:1.000000 33:1.000000 34:1.000000 
1 3:1.000000 4:-0.006120 5:1.000000 6:-0.098340 7:1.000000 9:1.000000 12:-0.110730 13:1.000000 15:1.000000 16:-0.156160 17:0.921240 22:-0.440720 25:0.818740 26:-0.403720 27:0.826810 28:-0.422310 29:0.757840 31:0.804480 33:0.743540 34:-0.450390 
-1 3:1.000000 4:1.000000 5:0.000000 6:0.000000 7:0.000000 9:-1.000000 12:0.000000 13:0.000000 15:-1.000000 16:-1.000000 17:-1.000000 22:1.000000 25:0.000000 26:0.000000 27:1.000000 28:-1.000000 29:-1.000000 31:-1.000000 33:-1.000000 34:1.000000 
1 3:0.960710 4:0.070880 5:1.000000 6:0.042960 7:1.000000 9:0.901690 12:0.025800 13:0.832500 15:0.875340 16:0.098310 17:0.765440 22:-0.079050 25:0.556770 26:-0.077050 27:0.580510 28:-0.022050 29:0.496640 31:0.513100 33:0.520990 34:-0.001820 
-1 3:-1.000000 4:1.000000 5:0.000000 6:0.000000 7:0.000000 9:-1.000000 12:1.000000 13:0.000000 15:0.000000 16:0.000000 17:1.000000 22:1.000000 25:-1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:1.000000 31:-1.000000 33:0.000000 34:0.000000 
1 3:1.000000 4:-0.061820 5:1.000000 6:0.029420 7:1.000000 9:1.000000 12:-0.117260 13:0.844930 15:0.933920 16:-0.065980 17:0.691700 22:-0.315580 25:0.849320 26:-0.348380 27:0.725290 28:-0.291740 29:0.730940 31:0.543560 33:0.642070 34:-0.394870 
-1 3:1.000000 4:0.578200 5:1.000000 6:-1.000000 7:1.000000 9:1.000000 12:-1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:-0.627960 25:1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:1.000000 31:1.000000 33:1.000000 34:-1.000000 
1 3:1.000000 4:-0.087140 5:1.000000 6:-0.172630 7:0.866350 9:0.948170 12:-0.413820 13:0.884860 15:0.879370 16:-0.234330 17:0.810510 22:0.110530 25:0.553890 26:-0.828680 27:0.481360 28:-0.865830 29:0.406500 31:0.329840 33:-0.133410 34:-1.000000 
-1 3:-1.000000 4:-1.000000 5:0.000000 6:0.000000 7:-1.000000 9:1.000000 12:0.000000 13:0.000000 15:0.000000 16:0.000000 17:1.000000 22:-1.000000 25:1.000000 26:-1.000000 27:-1.000000 28:1.000000 29:-1.000000 31:0.000000 33:-1.000000 34:1.000000 
1 3:1.000000 4:0.083800 5:1.000000 6:0.173870 7:1.000000 9:0.981720 12:0.479040 13:1.000000 15:1.000000 16:0.707580 17:1.000000 22:1.000000 25:0.916240 26:1.000000 27:0.838990 28:1.000000 29:0.748220 31:0.643580 33:0.524790 34:1.000000 
-1 3:-1.000000 4:-1.000000 5:1.000000 6:1.000000 7:1.000000 9:-1.000000 12:-1.000000 13:-1.000000 15:0.000000 16:0.000000 17:1.000000 22:-1.000000 25:1.000000 26:1.000000 27:1.000000 28:-1.000000 29:1.000000 31:-1.000000 33:1.000000 34:-1.000000 
1 3:1.000000 4:-0.142360 5:1.000000 6:-0.162560 7:1.000000 9:1.000000 12:-0.250100 13:1.000000 15:1.000000 16:-0.219750 17:1.000000 22:-0.355190 25:1.000000 26:-0.476430 27:0.988200 28:-0.496870 29:1.000000 31:1.000000 33:1.000000 34:-0.844370 
-1 3:1.000000 4:-1.000000 5:1.000000 6:1.000000 7:1.000000 9:1.000000 12:-1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:1.000000 25:0.000000 26:0.000000 27:1.000000 28:1.000000 29:1.000000 31:1.000000 33:1.000000 34:1.000000 
1 3:0.882080 4:-0.146390 5:0.934080 6:-0.110570 7:0.921000 9:0.883070 12:-0.318090 13:0.852690 15:0.821160 16:-0.359240 17:0.806810 22:-0.471530 25:0.612970 26:-0.480860 27:0.568040 28:-0.546290 29:0.501790 31:0.470750 33:0.421890 34:-0.580860 
-1 3:0.712530 4:-0.025950 5:0.412870 6:-0.230670 7:0.980190 9:0.997090 12:-0.109510 13:0.589650 15:0.837260 16:-1.000000 17:0.822700 22:0.927300 25:0.654930 26:-0.203920 27:0.931240 28:-0.413070 29:0.638110 31:0.861360 33:-0.231860 34:-1.000000 
1 3:1.000000 4:-0.158990 5:0.723140 6:0.276860 7:0.834430 9:1.000000 12:-0.498630 13:0.799620 15:0.768370 16:0.146380 17:1.000000 22:-0.018910 25:1.000000 26:0.148030 27:1.000000 28:-0.115820 29:1.000000 31:1.000000 33:1.000000 34:-0.577580 
-1 3:0.661610 4:-1.000000 5:1.000000 6:1.000000 7:1.000000 9:0.808930 12:-1.000000 13:1.000000 15:1.000000 16:0.733930 17:0.175890 22:0.852680 25:1.000000 26:0.853570 27:1.000000 28:-0.085710 29:0.959820 31:1.000000 33:1.000000 34:0.347320 
1 3:1.000000 4:0.004330 5:1.000000 6:-0.012090 7:1.000000 9:1.000000 12:-0.062560 13:1.000000 15:0.972610 16:-0.079170 17:0.925610 22:-0.142480 25:0.894690 26:-0.208510 27:0.890670 28:-0.179090 29:0.856440 31:0.837770 33:0.838670 34:-0.207660 
-1 3:1.000000 4:1.000000 5:1.000000 6:-1.000000 7:0.000000 9:0.000000 12:-1.000000 13:0.000000 15:0.000000 16:0.000000 17:-1.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:-1.000000 31:1.000000 33:0.000000 34:0.000000 
1 3:0.912410 4:0.043470 5:0.941910 6:0.022800 7:0.947050 9:0.935820 12:0.063480 13:0.927660 15:0.920480 16:0.062110 17:0.888990 22:0.118490 25:0.757550 26:0.112990 27:0.735500 28:0.132820 29:0.663870 31:0.709250 33:0.652580 34:0.114470 
-1 3:1.000000 4:0.024610 5:0.996720 6:0.048610 7:0.975450 9:0.617450 12:0.111470 13:0.884620 15:0.820770 16:0.141370 17:0.769290 22:0.163710 25:0.544460 26:0.163900 27:0.488670 28:0.160190 29:0.434810 31:0.383520 33:1.000000 34:1.000000 
1 3:1.000000 4:0.065380 5:1.000000 6:0.207460 7:1.000000 9:0.930510 12:0.390390 13:0.754740 15:0.795550 16:0.523210 17:0.659540 22:0.671350 25:0.343840 26:0.720820 27:0.277120 28:0.723860 29:0.192960 31:0.113720 33:0.069900 34:0.714440 
-1 3:-1.000000 4:-1.000000 5:1.000000 6:1.000000 7:1.000000 9:0.000000 12:1.000000 13:1.000000 15:0.179170 16:-1.000000 17:-1.000000 22:-1.000000 25:-1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:-1.000000 31:1.000000 33:0.000000 34:0.000000 
1 3:0.909320 4:0.087910 5:0.865280 6:0.168880 7:1.000000 9:0.551870 12:0.367190 13:0.162860 15:0.576200 16:0.460860 17:0.510670 22:0.544620 25:0.248560 26:0.565270 27:0.186260 28:0.566050 29:0.126350 31:0.069270 33:0.121370 34:0.677390 
-1 3:-0.642860 4:-1.000000 5:1.000000 6:0.828570 7:1.000000 9:1.000000 12:0.961610 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:-0.033930 25:0.537500 26:0.857140 27:1.000000 28:1.000000 29:1.000000 31:1.000000 33:1.000000 34:-1.000000 
1 3:0.990250 4:-0.057850 5:0.997930 6:-0.130090 7:0.986630 9:0.993740 12:-0.301300 13:0.926510 15:0.898120 16:-0.437960 17:0.849220 22:-0.598390 25:0.682820 26:-0.684790 27:0.652470 28:-0.731740 29:0.610100 31:0.547520 33:0.491950 34:-0.832450 
-1 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 9:1.000000 12:1.000000 13:0.000000 15:0.000000 16:0.000000 17:-0.375000 22:0.000000 25:-1.000000 26:-1.000000 27:-1.000000 28:-1.000000 29:-1.000000 31:1.000000 33:0.000000 34:0.000000 
1 3:1.000000 4:-0.037300 5:1.000000 6:-0.073830 7:0.996010 9:0.998380 12:-0.138140 13:0.966740 15:0.952880 16:-0.250990 17:0.912360 22:-0.346910 25:0.862130 26:-0.429900 27:0.831720 28:-0.431220 29:0.814330 31:0.779190 33:0.751150 34:-0.501520 
-1 3:0.945980 4:-0.026850 5:-1.000000 6:0.261310 7:-0.363930 9:0.692580 12:-0.033530 13:-0.290200 15:-0.548520 16:0.154520 17:0.919210 22:-0.314540 25:0.838720 26:-0.467340 27:0.522080 28:-0.581300 29:1.000000 31:-0.096340 33:-0.061170 34:0.419130 
1 3:0.981660 4:0.008740 5:0.981030 6:-0.038180 7:0.975650 9:0.959470 12:-0.045070 13:0.947130 15:0.933690 16:-0.127900 17:0.942170 22:-0.173870 25:0.884870 26:-0.196890 27:0.818130 28:-0.211360 29:0.785460 31:0.769110 33:0.743230 34:-0.239020 
-1 3:0.000000 4:0.000000 5:1.000000 6:0.517240 7:0.000000 9:0.109910 12:0.000000 13:0.000000 15:-1.000000 16:-0.224140 17:-0.557110 22:0.000000 25:-0.903020 26:0.448280 27:1.000000 28:-1.000000 29:-1.000000 31:0.000000 33:0.000000 34:0.000000 
1 3:0.841340 4:-0.183620 5:0.436440 6:0.029190 7:0.934210 9:0.879470 12:-0.017890 13:0.885590 15:0.917140 16:-0.574860 17:0.750000 22:1.000000 25:0.900660 26:-0.027780 27:0.933580 28:-0.011580 29:0.615820 31:0.844630 33:0.933230 34:-0.014250 
-1 3:1.000000 4:1.000000 5:1.000000 6:-1.000000 7:0.000000 9:0.000000 12:1.000000 13:1.000000 15:-1.000000 16:-1.000000 17:1.000000 22:0.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:-1.000000 31:0.000000 33:0.000000 34:0.000000 
1 3:1.000000 4:1.000000 5:1.000000 6:1.000000 7:0.910100 9:-0.269700 12:1.000000 13:-1.000000 15:-1.000000 16:0.725260 17:-1.000000 22:-1.000000 25:0.900140 26:-1.000000 27:1.000000 28:-1.000000 29:1.000000 31:1.000000 33:1.000000 34:0.348450 
-1 3:-0.679350 4:-1.000000 5:-1.000000 6:1.000000 7:1.000000 9:0.035150 12:-1.000000 13:1.000000 15:0.886830 16:-1.000000 17:-1.000000 22:-1.000000 25:-0.188560 26:1.000000 27:1.000000 28:-1.000000 29:-1.000000 31:-1.000000 33:1.000000 34:0.336110 
1 3:0.956590 4:0.081430 5:0.974870 6:-0.056670 7:0.971650 9:0.960970 12:0.012790 13:0.954360 15:0.946120 16:-0.194970 17:0.996300 22:-0.273160 25:0.998990 26:-0.407470 27:0.872440 28:-0.345860 29:0.920590 31:0.839510 33:0.821660 34:-0.411730 
-1 3:0.083330 4:-0.206850 5:-1.000000 6:1.000000 7:-1.000000 9:0.718750 12:-0.627230 13:-1.000000 15:-1.000000 16:1.000000 17:-0.027530 22:-1.000000 25:-1.000000 26:0.238100 27:1.000000 28:-1.000000 29:-1.000000 31:-1.000000 33:-1.000000 34:0.614580 
1 3:1.000000 4:-0.022590 5:1.000000 6:-0.044940 7:1.000000 9:1.000000 12:0.561730 13:1.000000 15:1.000000 16:-0.145220 17:1.000000 22:-0.189490 25:1.000000 26:-0.922840 27:0.872800 28:-0.217930 29:0.829200 31:0.784790 33:0.739920 34:-0.229810 
-1 3:-1.000000 4:1.000000 5:1.000000 6:-1.000000 7:-1.000000 9:0.000000 12:1.000000 13:-1.000000 15:1.000000 16:1.000000 17:-1.000000 22:-1.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:1.000000 31:0.000000 33:-1.000000 34:-1.000000 
1 3:1.000000 4:0.058120 5:0.945250 6:0.074180 7:0.999520 9:1.000000 12:0.070330 13:0.957130 15:0.948620 16:0.112240 17:0.908960 22:0.142580 25:0.916670 26:0.224310 27:0.884230 28:0.235710 29:0.885680 31:0.783240 33:0.835740 34:0.311660 
-1 3:0.171880 4:-1.000000 5:-1.000000 6:1.000000 7:0.000000 9:0.000000 12:1.000000 13:0.000000 15:-0.613540 16:-0.677080 17:0.805210 22:0.000000 25:-0.847920 26:0.962500 27:1.000000 28:1.000000 29:-1.000000 31:0.000000 33:0.000000 34:0.000000 
1 3:1.000000 4:0.097710 5:1.000000 6:0.121970 7:1.000000 9:0.986020 12:0.192110 13:0.929920 15:0.892410 16:0.283430 17:0.855290 22:0.316980 25:0.761930 26:0.346580 27:0.684520 28:0.427460 29:0.627640 31:0.567910 33:0.542520 34:0.509030 
-1 3:0.016670 4:-0.356250 5:0.000000 6:0.000000 7:0.000000 9:0.000000 12:0.000000 13:0.000000 15:0.122920 16:-0.550000 17:0.228130 22:0.000000 25:-0.106250 26:-0.166670 27:1.000000 28:-0.766670 29:-1.000000 31:0.000000 33:1.000000 34:-0.272920 
1 3:1.000000 4:0.168010 5:0.993520 6:0.163340 7:0.946160 9:0.917590 12:0.371070 13:0.842500 15:0.810110 16:0.492250 17:0.784730 22:0.580710 25:0.483110 26:0.552360 27:0.433170 28:0.691290 29:0.356840 31:0.339210 33:0.221010 34:0.786850 
-1 3:0.638160 4:1.000000 5:0.208330 6:-1.000000 7:1.000000 9:0.877190 12:1.000000 13:-0.059210 15:0.017540 16:0.050440 17:-0.515350 22:-0.438600 25:0.809210 26:-1.000000 27:1.000000 28:-0.061400 29:1.000000 31:0.206140 33:1.000000 34:1.000000 
1 3:1.000000 4:-0.414570 5:1.000000 6:0.761310 7:0.870600 9:1.000000 12:0.479900 13:0.654520 15:1.000000 16:0.008790 17:0.976130 22:-0.190950 25:0.935930 26:0.106780 27:0.928900 28:-0.072490 29:1.000000 31:0.439700 33:0.513820 34:-0.054020 
-1 3:0.847830 4:0.105980 5:1.000000 6:0.391300 7:1.000000 9:0.669380 12:0.270380 13:1.000000 15:1.000000 16:0.355070 17:1.000000 22:0.634960 25:0.910330 26:-0.333330 27:1.000000 28:0.159420 29:0.376810 31:1.000000 33:1.000000 34:0.374090 
1 3:1.000000 4:0.280460 5:1.000000 6:0.024770 7:1.000000 9:1.000000 12:0.332660 13:1.000000 15:1.000000 16:0.043840 17:0.957500 22:0.041500 25:1.000000 26:-0.390560 27:0.964140 28:-0.021740 29:0.867470 31:0.945780 33:0.803550 34:-0.073290 
-1 3:1.000000 4:-1.000000 5:1.000000 6:-1.000000 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:1.000000 31:0.000000 33:1.000000 34:-1.000000 
1 3:1.000000 4:0.677840 5:0.813090 6:0.820210 7:0.430190 9:0.206190 12:1.000000 13:-0.791350 15:-1.000000 16:0.402680 17:-0.390460 22:-0.763390 25:0.413660 26:-1.000000 27:0.417780 28:-0.932960 29:0.257730 31:0.935700 33:0.988160 34:0.034460 
-1 3:1.000000 4:1.000000 5:1.000000 6:-1.000000 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:1.000000 25:1.000000 26:1.000000 27:1.000000 28:0.500000 29:0.000000 31:1.000000 33:1.000000 34:-1.000000 
1 3:1.000000 4:0.035290 5:1.000000 6:0.182810 7:1.000000 9:1.000000 12:0.287780 13:1.000000 15:1.000000 16:0.316740 17:1.000000 22:0.612670 25:0.895930 26:0.683260 27:0.895020 28:0.713740 29:0.856110 31:0.743890 33:0.714930 34:0.758370 
-1 3:1.000000 4:-1.000000 5:1.000000 6:1.000000 7:-1.000000 9:1.000000 12:0.000000 13:0.000000 15:-1.000000 16:1.000000 17:1.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:-1.000000 31:0.000000 33:1.000000 34:-1.000000 
1 3:0.960870 4:0.086200 5:0.967600 6:0.192790 7:0.960260 9:0.980440 12:0.462810 13:0.862650 15:0.828200 16:0.587940 17:0.732420 22:0.688200 25:0.406150 26:0.746890 27:0.334010 28:0.837960 29:0.249440 31:0.137560 33:0.090480 34:0.862850 
-1 3:0.694440 4:0.388890 5:0.000000 6:0.000000 7:-0.329370 9:0.000000 12:0.000000 13:0.000000 15:0.206350 16:-0.242060 17:0.210320 22:0.000000 25:0.734130 26:0.273810 27:0.761900 28:0.634920 29:0.000000 31:0.000000 33:0.000000 34:0.000000 
1 3:1.000000 4:0.050700 5:1.000000 6:0.108270 7:1.000000 9:1.000000 12:0.348260 13:1.000000 15:0.945750 16:0.428810 17:0.891260 22:0.599620 25:0.666430 26:0.639420 27:0.594170 28:0.694350 29:0.495380 31:0.470270 33:0.333810 34:0.752430 
-1 3:1.000000 4:1.000000 5:0.000000 6:0.000000 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:-1.000000 25:1.000000 26:-1.000000 27:1.000000 28:-1.000000 29:1.000000 31:0.000000 33:1.000000 34:-1.000000 
1 3:1.000000 4:0.040780 5:1.000000 6:0.119820 7:1.000000 9:1.000000 12:0.308890 13:0.927450 15:0.911180 16:0.397490 17:0.819390 22:0.562820 25:0.670770 26:0.597230 27:0.589030 28:0.609900 29:0.539520 31:0.453120 33:0.404420 34:0.626580 
-1 3:1.000000 4:1.000000 5:1.000000 6:-1.000000 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:1.000000 17:1.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:-1.000000 31:-1.000000 33:-1.000000 34:1.000000 
1 3:1.000000 4:0.241680 5:1.000000 6:0.485900 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:0.771280 17:1.000000 22:1.000000 25:0.646280 26:1.000000 27:0.382550 28:1.000000 29:0.108190 31:-0.173700 33:-0.813830 34:1.000000 
-1 3:1.000000 4:1.000000 5:1.000000 6:-1.000000 7:1.000000 9:-1.000000 12:0.000000 13:1.000000 15:0.000000 16:0.000000 17:0.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:1.000000 31:1.000000 33:-1.000000 34:1.000000 
1 3:1.000000 4:-0.066040 5:1.000000 6:0.629370 7:1.000000 9:1.000000 12:-1.000000 13:1.000000 15:1.000000 16:-0.158510 17:1.000000 22:-0.265730 25:1.000000 26:-0.580420 27:1.000000 28:-0.813720 29:1.000000 31:1.000000 33:1.000000 34:-0.482520 
-1 3:1.000000 4:-1.000000 5:1.000000 6:1.000000 7:1.000000 9:1.000000 12:1.000000 13:1.000000 15:1.000000 16:-1.000000 17:1.000000 22:1.000000 25:1.000000 26:-1.000000 27:1.000000 28:1.000000 29:1.000000 31:1.000000 33:1.000000 34:-1.000000 
1 3:0.922770 4:0.078040 5:0.926790 6:0.162510 7:0.897020 9:0.841110 12:0.421960 13:0.707160 15:0.707960 16:0.564760 17:0.604590 22:0.669750 25:0.236930 26:0.761460 27:0.187650 28:0.738850 29:0.096940 31:0.027350 33:-0.040230 34:0.695090 
-1 3:0.681980 4:-0.173140 5:0.823320 6:0.219080 7:0.466430 9:0.257950 12:-0.151940 13:0.010600 15:0.010600 16:0.388690 17:0.186810 22:0.307450 25:-0.028620 26:0.194050 27:-0.043140 28:0.144810 29:-0.047790 31:-0.045850 33:-0.040130 34:0.045860 
1 3:0.748520 4:-0.028110 5:0.656800 6:-0.051780 7:0.806210 9:0.859470 12:0.087280 13:0.715980 15:0.730770 16:0.051780 17:0.785500 22:0.069530 25:0.653850 26:0.028110 27:0.610090 28:-0.066370 29:0.535500 31:0.590240 33:0.563610 34:0.029590 
-1 3:0.391790 4:-0.063430 5:0.974640 6:0.043280 7:1.000000 9:0.358210 12:0.130600 13:0.615670 15:0.578360 16:0.679100 17:0.667910 22:0.147920 25:0.470150 26:0.164180 27:0.493090 28:0.146300 29:0.324630 31:0.391180 33:0.344110 34:0.127550 
1 3:0.675470 4:0.045280 5:0.769810 6:-0.105660 7:0.773580 9:0.660380 12:0.011320 13:0.667920 15:0.720750 16:-0.022640 17:0.769810 22:-0.237740 25:0.849060 26:-0.150940 27:0.738860 28:-0.058010 29:0.667920 31:0.864150 33:0.732080 34:0.007550 
-1 3:0.727270 4:-0.050000 5:0.892410 6:0.034620 7:1.000000 9:0.663640 12:-0.168180 13:0.818090 15:0.568180 16:1.000000 17:0.504550 22:-0.300000 25:0.572730 26:0.327270 27:0.569820 28:0.146730 29:0.422730 31:0.489270 33:1.000000 34:1.000000 
1 3:0.576470 4:-0.015690 5:0.403920 6:0.000000 7:0.384310 9:0.400000 12:0.141180 13:0.466670 15:0.525490 16:-0.054900 17:0.580390 22:0.066670 25:0.498040 26:0.003920 27:0.486010 28:0.100390 29:0.462750 31:0.450980 33:0.431370 34:0.172550 
-1 3:0.419320 4:0.124820 5:0.350000 6:0.125000 7:0.231820 9:-0.036360 12:0.361940 13:-0.190910 15:-0.133500 16:0.273220 17:0.027270 22:0.050780 25:-0.140030 26:-0.048020 27:-0.099710 28:-0.071140 29:-1.000000 31:-0.029160 33:-0.005260 34:-0.063140 
1 3:0.883050 4:-0.219960 5:1.000000 6:0.363730 7:0.824030 9:0.850860 12:-0.042920 13:0.851930 15:0.778970 16:0.253220 17:0.692060 22:0.275750 25:0.567600 26:0.520390 27:0.698110 28:0.532350 29:0.809010 31:0.430260 33:0.523610 34:0.541850 
-1 3:0.845570 4:-0.085800 5:-0.317450 6:-0.805530 7:-0.089610 9:0.806480 12:-0.007630 13:-0.184940 15:-0.200190 16:-0.680650 17:0.857010 22:0.508100 25:0.789320 26:-0.037180 27:0.708820 28:-0.252880 29:0.778840 31:-0.213540 33:-0.184940 34:-0.598670 
1 3:0.708700 4:-0.247830 5:0.643480 6:0.043480 7:0.452170 9:0.652170 12:0.269570 13:0.578260 15:0.504350 16:0.378260 17:0.386960 22:0.117390 25:0.313040 26:-0.121740 27:0.499300 28:-0.042640 29:0.483480 31:0.643480 33:0.504350 34:0.147830 
-1 3:-0.541800 4:0.148610 5:-0.337460 6:0.733750 7:0.520120 9:0.318890 12:-0.151700 13:0.473680 15:0.563470 16:-0.154800 17:0.164090 22:0.071210 25:1.000000 26:0.656350 27:0.413480 28:-0.401160 29:-0.151700 31:0.023990 33:0.526320 34:-0.089780 
