1 1:14.23 2:1.71 3:2.43 4:15.6 5:127 6:2.8 7:3.06 8:.28 9:2.29 10:5.64 11:1.04 12:3.92 13:1065 
1 1:14.02 2:1.68 3:2.21 4:16 5:96 6:2.65 7:2.33 8:.26 9:1.98 10:4.7 11:1.04 12:3.59 13:1035 
1 1:13.73 2:1.5 3:2.7 4:22.5 5:101 6:3 7:3.25 8:.29 9:2.38 10:5.7 11:1.19 12:2.71 13:1285 
1 1:13.58 2:1.66 3:2.36 4:19.1 5:106 6:2.86 7:3.19 8:.22 9:1.95 10:6.9 11:1.09 12:2.88 13:1515 
1 1:13.68 2:1.83 3:2.36 4:17.2 5:104 6:2.42 7:2.69 8:.42 9:1.97 10:3.84 11:1.23 12:2.87 13:990 
1 1:13.76 2:1.53 3:2.7 4:19.5 5:132 6:2.95 7:2.74 8:.5 9:1.35 10:5.4 11:1.25 12:3 13:1235 
1 1:13.51 2:1.8 3:2.65 4:19 5:110 6:2.35 7:2.53 8:.29 9:1.54 10:4.2 11:1.1 12:2.87 13:1095 
1 1:13.48 2:1.81 3:2.41 4:20.5 5:100 6:2.7 7:2.98 8:.26 9:1.86 10:5.1 11:1.04 12:3.47 13:920 
1 1:13.28 2:1.64 3:2.84 4:15.5 5:110 6:2.6 7:2.68 8:.34 9:1.36 10:4.6 11:1.09 12:2.78 13:880 
1 1:13.05 2:1.65 3:2.55 4:18 5:98 6:2.45 7:2.43 8:.29 9:1.44 10:4.25 11:1.12 12:2.51 13:1105 
1 1:13.07 2:1.5 3:2.1 4:15.5 5:98 6:2.4 7:2.64 8:.28 9:1.37 10:3.7 11:1.18 12:2.69 13:1020 
1 1:14.22 2:3.99 3:2.51 4:13.2 5:128 6:3 7:3.04 8:.2 9:2.08 10:5.1 11:.89 12:3.53 13:760 
1 1:13.56 2:1.71 3:2.31 4:16.2 5:117 6:3.15 7:3.29 8:.34 9:2.34 10:6.13 11:.95 12:3.38 13:795 
1 1:13.41 2:3.84 3:2.12 4:18.8 5:90 6:2.45 7:2.68 8:.27 9:1.48 10:4.28 11:.91 12:3 13:1035 
1 1:13.88 2:1.89 3:2.59 4:15 5:101 6:3.25 7:3.56 8:.17 9:1.7 10:5.43 11:.88 12:3.56 13:1095 
1 1:13.24 2:3.98 3:2.29 4:17.5 5:103 6:2.64 7:2.63 8:.32 9:1.66 10:4.36 11:.82 12:3 13:680 
1 1:13.05 2:1.77 3:2.1 4:17 5:107 6:3 7:3 8:.28 9:2.03 10:5.04 11:.88 12:3.35 13:885 
1 1:14.21 2:4.04 3:2.44 4:18.9 5:111 6:2.85 7:2.65 8:.3 9:1.25 10:5.24 11:.87 12:3.33 13:1080 
1 1:14.38 2:3.59 3:2.28 4:16 5:102 6:3.25 7:3.17 8:.27 9:2.19 10:4.9 11:1.04 12:3.44 13:1065 
1 1:13.9 2:1.68 3:2.12 4:16 5:101 6:3.1 7:3.39 8:.21 9:2.14 10:6.1 11:.91 12:3.33 13:985 
1 1:14.1 2:2.02 3:2.4 4:18.8 5:103 6:2.75 7:2.92 8:.32 9:2.38 10:6.2 11:1.07 12:2.75 13:1060 
1 1:13.94 2:1.73 3:2.27 4:17.4 5:108 6:2.88 7:3.54 8:.32 9:2.08 10:8.90 11:1.12 12:3.1 13:1260 
1 1:13.05 2:1.73 3:2.04 4:12.4 5:92 6:2.72 7:3.27 8:.17 9:2.91 10:7.2 11:1.12 12:2.91 13:1150 
1 1:13.83 2:1.65 3:2.6 4:17.2 5:94 6:2.45 7:2.99 8:.22 9:2.29 10:5.6 11:1.24 12:3.37 13:1265 
1 1:13.82 2:1.75 3:2.42 4:14 5:111 6:3.88 7:3.74 8:.32 9:1.87 10:7.05 11:1.01 12:3.26 13:1190 
1 1:13.77 2:1.9 3:2.68 4:17.1 5:115 6:3 7:2.79 8:.39 9:1.68 10:6.3 11:1.13 12:2.93 13:1375 
1 1:13.74 2:1.67 3:2.25 4:16.4 5:118 6:2.6 7:2.9 8:.21 9:1.62 10:5.85 11:.92 12:3.2 13:1060 
1 1:13.56 2:1.73 3:2.46 4:20.5 5:116 6:2.96 7:2.78 8:.2 9:2.45 10:6.25 11:.98 12:3.03 13:1120 
1 1:14.22 2:1.7 3:2.3 4:16.3 5:118 6:3.2 7:3 8:.26 9:2.03 10:6.38 11:.94 12:3.31 13:970 
1 1:13.29 2:1.97 3:2.68 4:16.8 5:102 6:3 7:3.23 8:.31 9:1.66 10:6 11:1.07 12:2.84 13:1270 
1 1:13.72 2:1.43 3:2.5 4:16.7 5:108 6:3.4 7:3.67 8:.19 9:2.04 10:6.8 11:.89 12:2.87 13:1285 
-1 1:12.37 2:.94 3:1.36 4:10.6 5:88 6:1.98 7:.57 8:.28 9:.42 10:1.95 11:1.05 12:1.82 13:520 
-1 1:12.33 2:1.1 3:2.28 4:16 5:101 6:2.05 7:1.09 8:.63 9:.41 10:3.27 11:1.25 12:1.67 13:680 
-1 1:12.64 2:1.36 3:2.02 4:16.8 5:100 6:2.02 7:1.41 8:.53 9:.62 10:5.75 11:.98 12:1.59 13:450 
-1 1:13.67 2:1.25 3:1.92 4:18 5:94 6:2.1 7:1.79 8:.32 9:.73 10:3.8 11:1.23 12:2.46 13:630 
-1 1:12.37 2:1.13 3:2.16 4:19 5:87 6:3.5 7:3.1 8:.19 9:1.87 10:4.45 11:1.22 12:2.87 13:420 
-1 1:12.17 2:1.45 3:2.53 4:19 5:104 6:1.89 7:1.75 8:.45 9:1.03 10:2.95 11:1.45 12:2.23 13:355 
-1 1:12.37 2:1.21 3:2.56 4:18.1 5:98 6:2.42 7:2.65 8:.37 9:2.08 10:4.6 11:1.19 12:2.3 13:678 
-1 1:13.11 2:1.01 3:1.7 4:15 5:78 6:2.98 7:3.18 8:.26 9:2.28 10:5.3 11:1.12 12:3.18 13:502 
-1 1:12.37 2:1.17 3:1.92 4:19.6 5:78 6:2.11 7:2 8:.27 9:1.04 10:4.68 11:1.12 12:3.48 13:510 
-1 1:13.34 2:.94 3:2.36 4:17 5:110 6:2.53 7:1.3 8:.55 9:.42 10:3.17 11:1.02 12:1.93 13:750 
-1 1:12.21 2:1.19 3:1.75 4:16.8 5:151 6:1.85 7:1.28 8:.14 9:2.5 10:2.85 11:1.28 12:3.07 13:718 
-1 1:12.29 2:1.61 3:2.21 4:20.4 5:103 6:1.1 7:1.02 8:.37 9:1.46 10:3.05 11:.906 12:1.82 13:870 
-1 1:13.86 2:1.51 3:2.67 4:25 5:86 6:2.95 7:2.86 8:.21 9:1.87 10:3.38 11:1.36 12:3.16 13:410 
-1 1:13.49 2:1.66 3:2.24 4:24 5:87 6:1.88 7:1.84 8:.27 9:1.03 10:3.74 11:.98 12:2.78 13:472 
-1 1:12.99 2:1.67 3:2.6 4:30 5:139 6:3.3 7:2.89 8:.21 9:1.96 10:3.35 11:1.31 12:3.5 13:985 
-1 1:11.96 2:1.09 3:2.3 4:21 5:101 6:3.38 7:2.14 8:.13 9:1.65 10:3.21 11:.99 12:3.13 13:886 
-1 1:11.66 2:1.88 3:1.92 4:16 5:97 6:1.61 7:1.57 8:.34 9:1.15 10:3.8 11:1.23 12:2.14 13:428 
-1 1:13.03 2:.9 3:1.71 4:16 5:86 6:1.95 7:2.03 8:.24 9:1.46 10:4.6 11:1.19 12:2.48 13:392 
-1 1:11.84 2:2.89 3:2.23 4:18 5:112 6:1.72 7:1.32 8:.43 9:.95 10:2.65 11:.96 12:2.52 13:500 
-1 1:12.33 2:.99 3:1.95 4:14.8 5:136 6:1.9 7:1.85 8:.35 9:2.76 10:3.4 11:1.06 12:2.31 13:750 
-1 1:12.7 2:3.87 3:2.4 4:23 5:101 6:2.83 7:2.55 8:.43 9:1.95 10:2.57 11:1.19 12:3.13 13:463 
-1 1:12 2:.92 3:2 4:19 5:86 6:2.42 7:2.26 8:.3 9:1.43 10:2.5 11:1.38 12:3.12 13:278 
-1 1:12.72 2:1.81 3:2.2 4:18.8 5:86 6:2.2 7:2.53 8:.26 9:1.77 10:3.9 11:1.16 12:3.14 13:714 
-1 1:12.08 2:1.13 3:2.51 4:24 5:78 6:2 7:1.58 8:.4 9:1.4 10:2.2 11:1.31 12:2.72 13:630 
-1 1:13.05 2:3.86 3:2.32 4:22.5 5:85 6:1.65 7:1.59 8:.61 9:1.62 10:4.8 11:.84 12:2.01 13:515 
-1 1:11.84 2:.89 3:2.58 4:18 5:94 6:2.2 7:2.21 8:.22 9:2.35 10:3.05 11:.79 12:3.08 13:520 
-1 1:12.67 2:.98 3:2.24 4:18 5:99 6:2.2 7:1.94 8:.3 9:1.46 10:2.62 11:1.23 12:3.16 13:450 
-1 1:12.16 2:1.61 3:2.31 4:22.8 5:90 6:1.78 7:1.69 8:.43 9:1.56 10:2.45 11:1.33 12:2.26 13:495 
-1 1:11.65 2:1.67 3:2.62 4:26 5:88 6:1.92 7:1.61 8:.4 9:1.34 10:2.6 11:1.36 12:3.21 13:562 
-1 1:11.64 2:2.06 3:2.46 4:21.6 5:84 6:1.95 7:1.69 8:.48 9:1.35 10:2.8 11:1 12:2.75 13:680 
-1 1:12.08 2:1.33 3:2.3 4:23.6 5:70 6:2.2 7:1.59 8:.42 9:1.38 10:1.74 11:1.07 12:3.21 13:625 
-1 1:12.08 2:1.83 3:2.32 4:18.5 5:81 6:1.6 7:1.5 8:.52 9:1.64 10:2.4 11:1.08 12:2.27 13:480 
-1 1:12 2:1.51 3:2.42 4:22 5:86 6:1.45 7:1.25 8:.5 9:1.63 10:3.6 11:1.05 12:2.65 13:450 
-1 1:12.69 2:1.53 3:2.26 4:20.7 5:80 6:1.38 7:1.46 8:.58 9:1.62 10:3.05 11:.96 12:2.06 13:495 
-1 1:12.29 2:2.83 3:2.22 4:18 5:88 6:2.45 7:2.25 8:.25 9:1.99 10:2.15 11:1.15 12:3.3 13:290 
-1 1:11.62 2:1.99 3:2.28 4:18 5:98 6:3.02 7:2.26 8:.17 9:1.35 10:3.25 11:1.16 12:2.96 13:345 
-1 1:12.47 2:1.52 3:2.2 4:19 5:162 6:2.5 7:2.27 8:.32 9:3.28 10:2.6 11:1.16 12:2.63 13:937 
-1 1:11.81 2:2.12 3:2.74 4:21.5 5:134 6:1.6 7:.99 8:.14 9:1.56 10:2.5 11:.95 12:2.26 13:625 
-1 1:12.29 2:1.41 3:1.98 4:16 5:85 6:2.55 7:2.5 8:.29 9:1.77 10:2.9 11:1.23 12:2.74 13:428 
-1 1:12.37 2:1.07 3:2.1 4:18.5 5:88 6:3.52 7:3.75 8:.24 9:1.95 10:4.5 11:1.04 12:2.77 13:660 
-1 1:12.29 2:3.17 3:2.21 4:18 5:88 6:2.85 7:2.99 8:.45 9:2.81 10:2.3 11:1.42 12:2.83 13:406 
-1 1:12.08 2:2.08 3:1.7 4:17.5 5:97 6:2.23 7:2.17 8:.26 9:1.4 10:3.3 11:1.27 12:2.96 13:710 
-1 1:12.6 2:1.34 3:1.9 4:18.5 5:88 6:1.45 7:1.36 8:.29 9:1.35 10:2.45 11:1.04 12:2.77 13:562 
-1 1:12.34 2:2.45 3:2.46 4:21 5:98 6:2.56 7:2.11 8:.34 9:1.31 10:2.8 11:.8 12:3.38 13:438 
-1 1:11.82 2:1.72 3:1.88 4:19.5 5:86 6:2.5 7:1.64 8:.37 9:1.42 10:2.06 11:.94 12:2.44 13:415 
-1 1:12.51 2:1.73 3:1.98 4:20.5 5:85 6:2.2 7:1.92 8:.32 9:1.48 10:2.94 11:1.04 12:3.57 13:672 
-1 1:12.42 2:2.55 3:2.27 4:22 5:90 6:1.68 7:1.84 8:.66 9:1.42 10:2.7 11:.86 12:3.3 13:315 
-1 1:12.25 2:1.73 3:2.12 4:19 5:80 6:1.65 7:2.03 8:.37 9:1.63 10:3.4 11:1 12:3.17 13:510 
-1 1:12.72 2:1.75 3:2.28 4:22.5 5:84 6:1.38 7:1.76 8:.48 9:1.63 10:3.3 11:.88 12:2.42 13:488 
-1 1:12.22 2:1.29 3:1.94 4:19 5:92 6:2.36 7:2.04 8:.39 9:2.08 10:2.7 11:.86 12:3.02 13:312 
-1 1:11.61 2:1.35 3:2.7 4:20 5:94 6:2.74 7:2.92 8:.29 9:2.49 10:2.65 11:.96 12:3.26 13:680 
-1 1:11.46 2:3.74 3:1.82 4:19.5 5:107 6:3.18 7:2.58 8:.24 9:3.58 10:2.9 11:.75 12:2.81 13:562 
-1 1:12.52 2:2.43 3:2.17 4:21 5:88 6:2.55 7:2.27 8:.26 9:1.22 10:2 11:.9 12:2.78 13:325 
-1 1:11.76 2:2.68 3:2.92 4:20 5:103 6:1.75 7:2.03 8:.6 9:1.05 10:3.8 11:1.23 12:2.5 13:607 
-1 1:11.41 2:.74 3:2.5 4:21 5:88 6:2.48 7:2.01 8:.42 9:1.44 10:3.08 11:1.1 12:2.31 13:434 
-1 1:12.08 2:1.39 3:2.5 4:22.5 5:84 6:2.56 7:2.29 8:.43 9:1.04 10:2.9 11:.93 12:3.19 13:385 
-1 1:11.03 2:1.51 3:2.2 4:21.5 5:85 6:2.46 7:2.17 8:.52 9:2.01 10:1.9 11:1.71 12:2.87 13:407 
-1 1:11.82 2:1.47 3:1.99 4:20.8 5:86 6:1.98 7:1.6 8:.3 9:1.53 10:1.95 11:.95 12:3.33 13:495 
-1 1:12.42 2:1.61 3:2.19 4:22.5 5:108 6:2 7:2.09 8:.34 9:1.61 10:2.06 11:1.06 12:2.96 13:345 
-1 1:12.77 2:3.43 3:1.98 4:16 5:80 6:1.63 7:1.25 8:.43 9:.83 10:3.4 11:.7 12:2.12 13:372 
-1 1:12 2:3.43 3:2 4:19 5:87 6:2 7:1.64 8:.37 9:1.87 10:1.28 11:.93 12:3.05 13:564 
-1 1:11.45 2:2.4 3:2.42 4:20 5:96 6:2.9 7:2.79 8:.32 9:1.83 10:3.25 11:.8 12:3.39 13:625 
-1 1:11.56 2:2.05 3:3.23 4:28.5 5:119 6:3.18 7:5.08 8:.47 9:1.87 10:6 11:.93 12:3.69 13:465 
-1 1:12.42 2:4.43 3:2.73 4:26.5 5:102 6:2.2 7:2.13 8:.43 9:1.71 10:2.08 11:.92 12:3.12 13:365 
-1 1:13.05 2:5.8 3:2.13 4:21.5 5:86 6:2.62 7:2.65 8:.3 9:2.01 10:2.6 11:.73 12:3.1 13:380 
-1 1:11.87 2:4.31 3:2.39 4:21 5:82 6:2.86 7:3.03 8:.21 9:2.91 10:2.8 11:.75 12:3.64 13:380 
-1 1:12.07 2:2.16 3:2.17 4:21 5:85 6:2.6 7:2.65 8:.37 9:1.35 10:2.76 11:.86 12:3.28 13:378 
-1 1:12.43 2:1.53 3:2.29 4:21.5 5:86 6:2.74 7:3.15 8:.39 9:1.77 10:3.94 11:.69 12:2.84 13:352 
-1 1:11.79 2:2.13 3:2.78 4:28.5 5:92 6:2.13 7:2.24 8:.58 9:1.76 10:3 11:.97 12:2.44 13:466 
-1 1:12.37 2:1.63 3:2.3 4:24.5 5:88 6:2.22 7:2.45 8:.4 9:1.9 10:2.12 11:.89 12:2.78 13:342 
-1 1:12.04 2:4.3 3:2.38 4:22 5:80 6:2.1 7:1.75 8:.42 9:1.35 10:2.6 11:.79 12:2.57 13:580 
1 1:12.86 2:1.35 3:2.32 4:18 5:122 6:1.51 7:1.25 8:.21 9:.94 10:4.1 11:.76 12:1.29 13:630 
1 1:12.88 2:2.99 3:2.4 4:20 5:104 6:1.3 7:1.22 8:.24 9:.83 10:5.4 11:.74 12:1.42 13:530 
1 1:12.81 2:2.31 3:2.4 4:24 5:98 6:1.15 7:1.09 8:.27 9:.83 10:5.7 11:.66 12:1.36 13:560 
1 1:12.7 2:3.55 3:2.36 4:21.5 5:106 6:1.7 7:1.2 8:.17 9:.84 10:5 11:.78 12:1.29 13:600 
1 1:12.51 2:1.24 3:2.25 4:17.5 5:85 6:2 7:.58 8:.6 9:1.25 10:5.45 11:.75 12:1.51 13:650 
1 1:12.6 2:2.46 3:2.2 4:18.5 5:94 6:1.62 7:.66 8:.63 9:.94 10:7.1 11:.73 12:1.58 13:695 
1 1:12.25 2:4.72 3:2.54 4:21 5:89 6:1.38 7:.47 8:.53 9:.8 10:3.85 11:.75 12:1.27 13:720 
1 1:12.53 2:5.51 3:2.64 4:25 5:96 6:1.79 7:.6 8:.63 9:1.1 10:5 11:.82 12:1.69 13:515 
1 1:13.49 2:3.59 3:2.19 4:19.5 5:88 6:1.62 7:.48 8:.58 9:.88 10:5.7 11:.81 12:1.82 13:580 
1 1:12.84 2:2.96 3:2.61 4:24 5:101 6:2.32 7:.6 8:.53 9:.81 10:4.92 11:.89 12:2.15 13:590 
1 1:12.93 2:2.81 3:2.7 4:21 5:96 6:1.54 7:.5 8:.53 9:.75 10:4.6 11:.77 12:2.31 13:600 
1 1:13.36 2:2.56 3:2.35 4:20 5:89 6:1.4 7:.5 8:.37 9:.64 10:5.6 11:.7 12:2.47 13:780 
1 1:13.52 2:3.17 3:2.72 4:23.5 5:97 6:1.55 7:.52 8:.5 9:.55 10:4.35 11:.89 12:2.06 13:520 
1 1:13.62 2:4.95 3:2.35 4:20 5:92 6:2 7:.8 8:.47 9:1.02 10:4.4 11:.91 12:2.05 13:550 
1 1:12.25 2:3.88 3:2.2 4:18.5 5:112 6:1.38 7:.78 8:.29 9:1.14 10:8.21 11:.65 12:2 13:855 
1 1:13.16 2:3.57 3:2.15 4:21 5:102 6:1.5 7:.55 8:.43 9:1.3 10:4 11:.6 12:1.68 13:830 
1 1:13.88 2:5.04 3:2.23 4:20 5:80 6:.98 7:.34 8:.4 9:.68 10:4.9 11:.58 12:1.33 13:415 
1 1:12.87 2:4.61 3:2.48 4:21.5 5:86 6:1.7 7:.65 8:.47 9:.86 10:7.65 11:.54 12:1.86 13:625 
1 1:13.32 2:3.24 3:2.38 4:21.5 5:92 6:1.93 7:.76 8:.45 9:1.25 10:8.42 11:.55 12:1.62 13:650 
1 1:13.08 2:3.9 3:2.36 4:21.5 5:113 6:1.41 7:1.39 8:.34 9:1.14 10:9.40 11:.57 12:1.33 13:550 
1 1:13.5 2:3.12 3:2.62 4:24 5:123 6:1.4 7:1.57 8:.22 9:1.25 10:8.60 11:.59 12:1.3 13:500 
1 1:12.79 2:2.67 3:2.48 4:22 5:112 6:1.48 7:1.36 8:.24 9:1.26 10:10.8 11:.48 12:1.47 13:480 
1 1:13.11 2:1.9 3:2.75 4:25.5 5:116 6:2.2 7:1.28 8:.26 9:1.56 10:7.1 11:.61 12:1.33 13:425 
1 1:13.23 2:3.3 3:2.28 4:18.5 5:98 6:1.8 7:.83 8:.61 9:1.87 10:10.52 11:.56 12:1.51 13:675 
1 1:12.58 2:1.29 3:2.1 4:20 5:103 6:1.48 7:.58 8:.53 9:1.4 10:7.6 11:.58 12:1.55 13:640 
1 1:13.17 2:5.19 3:2.32 4:22 5:93 6:1.74 7:.63 8:.61 9:1.55 10:7.9 11:.6 12:1.48 13:725 
1 1:13.84 2:4.12 3:2.38 4:19.5 5:89 6:1.8 7:.83 8:.48 9:1.56 10:9.01 11:.57 12:1.64 13:480 
1 1:12.45 2:3.03 3:2.64 4:27 5:97 6:1.9 7:.58 8:.63 9:1.14 10:7.5 11:.67 12:1.73 13:880 
1 1:14.34 2:1.68 3:2.7 4:25 5:98 6:2.8 7:1.31 8:.53 9:2.7 10:13 11:.57 12:1.96 13:660 
1 1:13.48 2:1.67 3:2.64 4:22.5 5:89 6:2.6 7:1.1 8:.52 9:2.29 10:11.75 11:.57 12:1.78 13:620 
1 1:12.36 2:3.83 3:2.38 4:21 5:88 6:2.3 7:.92 8:.5 9:1.04 10:7.65 11:.56 12:1.58 13:520 
1 1:13.69 2:3.26 3:2.54 4:20 5:107 6:1.83 7:.56 8:.5 9:.8 10:5.88 11:.96 12:1.82 13:680 
1 1:12.85 2:3.27 3:2.58 4:22 5:106 6:1.65 7:.6 8:.6 9:.96 10:5.58 11:.87 12:2.11 13:570 
1 1:12.96 2:3.45 3:2.35 4:18.5 5:106 6:1.39 7:.7 8:.4 9:.94 10:5.28 11:.68 12:1.75 13:675 
1 1:13.78 2:2.76 3:2.3 4:22 5:90 6:1.35 7:.68 8:.41 9:1.03 10:9.58 11:.7 12:1.68 13:615 
1 1:13.73 2:4.36 3:2.26 4:22.5 5:88 6:1.28 7:.47 8:.52 9:1.15 10:6.62 11:.78 12:1.75 13:520 
1 1:13.45 2:3.7 3:2.6 4:23 5:111 6:1.7 7:.92 8:.43 9:1.46 10:10.68 11:.85 12:1.56 13:695 
1 1:12.82 2:3.37 3:2.3 4:19.5 5:88 6:1.48 7:.66 8:.4 9:.97 10:10.26 11:.72 12:1.75 13:685 
1 1:13.58 2:2.58 3:2.69 4:24.5 5:105 6:1.55 7:.84 8:.39 9:1.54 10:8.66 11:.74 12:1.8 13:750 
1 1:13.4 2:4.6 3:2.86 4:25 5:112 6:1.98 7:.96 8:.27 9:1.11 10:8.5 11:.67 12:1.92 13:630 
1 1:12.2 2:3.03 3:2.32 4:19 5:96 6:1.25 7:.49 8:.4 9:.73 10:5.5 11:.66 12:1.83 13:510 
1 1:12.77 2:2.39 3:2.28 4:19.5 5:86 6:1.39 7:.51 8:.48 9:.64 10:9.899999 11:.57 12:1.63 13:470 
1 1:14.16 2:2.51 3:2.48 4:20 5:91 6:1.68 7:.7 8:.44 9:1.24 10:9.7 11:.62 12:1.71 13:660 
1 1:13.71 2:5.65 3:2.45 4:20.5 5:95 6:1.68 7:.61 8:.52 9:1.06 10:7.7 11:.64 12:1.74 13:740 
1 1:13.4 2:3.91 3:2.48 4:23 5:102 6:1.8 7:.75 8:.43 9:1.41 10:7.3 11:.7 12:1.56 13:750 
1 1:13.27 2:4.28 3:2.26 4:20 5:120 6:1.59 7:.69 8:.43 9:1.35 10:10.2 11:.59 12:1.56 13:835 
1 1:13.17 2:2.59 3:2.37 4:20 5:120 6:1.65 7:.68 8:.53 9:1.46 10:9.3 11:.6 12:1.62 13:840 
1 1:14.13 2:4.1 3:2.74 4:24.5 5:96 6:2.05 7:.76 8:.56 9:1.35 10:9.2 11:.61 12:1.6 13:560 
