-1 1:35.2623 2:35.6805 3:31.0851 4:30.2589 5:24.1366 6:27.0766 7:25.777 8:33.1482 9:24.7965 10:26.2804 11:33.3828 12:28.5484 13:26.7417 14:35.9152 15:30.3841 16:31.6716 17:24.0114 18:33.0446 19:33.5631 20:33.9432 21:31.3396 22:24.4979 23:31.7928 24:34.6457 25:26.8155 26:33.8731 27:26.529 28:35.2714 29:30.506 30:29.6243 31:32.4622 32:33.0465 33:29.1157 34:26.2378 35:28.1837 36:32.0623 37:28.3332 38:30.979 39:33.2201 40:24.2508 41:27.1735 42:32.1189 43:24.5262 44:30.8321 45:27.5047 46:26.0098 47:25.2243 48:24.1142 49:29.4958 50:26.2298 51:30.5457 52:24.8259 53:29.9075 54:28.0949 55:31.5622 56:26.4082 57:34.1331 58:28.1918 59:30.2934 60:29.4113 
-1 1:26.7115 2:24.0969 3:30.0213 4:29.9423 5:31.546 6:33.7673 7:26.7519 8:28.7294 9:26.0583 10:35.7051 11:33.7974 12:25.0704 13:33.0428 14:25.8115 15:33.0476 16:26.1295 17:34.1154 18:31.8647 19:29.3071 20:35.8575 21:28.5234 22:28.8444 23:29.064 24:29.9277 25:25.607 26:29.2266 27:35.8355 28:25.3635 29:29.9563 30:26.7468 31:27.8587 32:34.6508 33:24.1421 34:31.6518 35:34.3266 36:25.0469 37:32.1332 38:32.3726 39:35.2883 40:33.8705 41:27.6212 42:25.3705 43:30.0375 44:31.0275 45:35.0871 46:32.3201 47:35.2013 48:28.5212 49:31.4061 50:29.7925 51:32.4699 52:28.1966 53:31.9195 54:35.4859 55:24.267 56:30.7084 57:28.9351 58:35.5112 59:24.769 60:33.8874 
-1 1:34.2296 2:32.8783 3:24.2457 4:26.9036 5:25.8677 6:34.0545 7:30.8923 8:28.7287 9:26.8493 10:25.1119 11:35.5939 12:32.8941 13:31.6723 14:31.0947 15:27.8547 16:27.3891 17:32.38 18:33.363 19:28.6751 20:35.9185 21:28.6512 22:31.0771 23:27.9359 24:24.4726 25:32.836 26:33.6076 27:32.7391 28:28.5572 29:26.6983 30:29.3717 31:30.0338 32:32.171 33:25.1575 34:30.7488 35:33.8756 36:26.0792 37:35.3339 38:36.0081 39:32.6829 40:29.1686 41:30.0925 42:31.9654 43:30.9023 44:31.138 45:25.2074 46:34.7371 47:24.5134 48:25.3686 49:30.3896 50:27.58 51:32.5904 52:30.0628 53:35.5009 54:33.8415 55:24.3448 56:25.8394 57:30.8182 58:27.5833 59:32.3322 60:32.7611 
-1 1:30.1451 2:28.2025 3:26.5217 4:26.3509 5:35.4694 6:33.4757 7:32.4387 8:35.9166 9:32.297 10:29.0548 11:31.9811 12:28.461 13:26.5544 14:29.6684 15:33.8492 16:29.8039 17:31.6951 18:29.0625 19:32.6965 20:26.0263 21:28.942 22:30.5328 23:27.3384 24:24.6595 25:25.8827 26:35.0801 27:33.7214 28:35.3324 29:31.803 30:26.6759 31:34.3651 32:24.4032 33:26.8338 34:24.2042 35:28.6064 36:24.4451 37:32.0895 38:34.9982 39:29.0922 40:31.9532 41:32.9877 42:27.6751 43:24.4531 44:30.5809 45:31.3844 46:35.9449 47:30.3716 48:25.9569 49:26.85 50:29.7731 51:32.3711 52:32.3036 53:34.2564 54:26.572 55:26.7762 56:29.2762 57:34.2656 58:30.6595 59:35.3743 60:33.7996 
-1 1:24.0543 2:33.0039 3:35.4925 4:28.5634 5:28.7661 6:32.5147 7:29.9813 8:24.3169 9:24.4333 10:34.1441 11:30.3602 12:33.7229 13:29.9475 14:33.1878 15:33.2168 16:29.3504 17:30.0261 18:25.2739 19:27.8404 20:24.5589 21:34.8932 22:27.3762 23:30.9548 24:24.9544 25:34.8789 26:29.0019 27:30.0958 28:25.279 29:35.3291 30:27.3516 31:24.0308 32:28.0365 33:26.2937 34:29.5068 35:29.7356 36:30.0859 37:24.2515 38:31.0451 39:27.7229 40:25.7112 41:28.3086 42:34.6299 43:28.1026 44:32.5555 45:28.1261 46:33.7508 47:24.6077 48:32.5044 49:26.3491 50:25.1564 51:30.9944 52:26.435 53:32.2903 54:35.3188 55:27.2172 56:34.7463 57:25.7472 58:31.9507 59:33.8573 60:25.9962 
-1 1:28.1944 2:30.7994 3:33.901 4:26.7178 5:27.5378 6:28.0809 7:32.55 8:33.7445 9:26.0439 10:32.6774 11:34.3255 12:30.2526 13:29.8171 14:33.027 15:35.6129 16:27.6788 17:32.85 18:28.4272 19:28.5124 20:25.5923 21:30.614 22:31.882 23:29.9064 24:28.2748 25:31.9826 26:29.8193 27:35.3445 28:34.161 29:32.2591 30:34.4338 31:31.9881 32:28.5877 33:24.3926 34:33.4853 35:30.3804 36:28.3666 37:35.2274 38:33.4754 39:32.6928 40:28.1433 41:35.2384 42:25.0998 43:29.5685 44:29.4128 45:33.486 46:30.7954 47:27.4526 48:26.2169 49:25.7553 50:27.1845 51:30.0683 52:32.142 53:35.4099 54:34.595 55:24.051 56:34.6641 57:35.2538 58:34.1011 59:24.7752 60:33.6604 
-1 1:26.0377 2:28.3229 3:27.8169 4:26.0755 5:35.83 6:26.7637 7:30.3826 8:33.3847 9:27.0971 10:31.2636 11:28.3222 12:33.8503 13:29.2406 14:30.9709 15:32.7149 16:28.5763 17:26.1684 18:34.284 19:35.7172 20:31.1575 21:24.9529 22:26.8294 23:29.8303 24:29.4304 25:27.6832 26:27.3296 27:34.3358 28:34.0192 29:31.7303 30:34.1595 31:28.4973 32:33.5528 33:33.2326 34:34.4434 35:34.0728 36:31.4131 37:26.6576 38:24.9265 39:30.1381 40:32.0219 41:35.4073 42:35.9725 43:26.9969 44:31.1964 45:33.9649 46:35.7227 47:30.3125 48:35.0085 49:25.1766 50:30.6632 51:29.7037 52:29.3188 53:24.8644 54:35.0739 55:31.7388 56:32.7134 57:24.8413 58:33.0736 59:30.9048 60:34.6861 
-1 1:35.4815 2:26.8952 3:34.7511 4:36.0264 5:26.2202 6:30.3771 7:24.7539 8:29.3497 9:33.5999 10:29.1047 11:29.2619 12:28.4412 13:26.6106 14:30.9188 15:33.6436 16:32.4765 17:27.569 18:35.6915 19:24.3268 20:33.789 21:30.1495 22:24.0253 23:24.21 24:27.4486 25:32.3197 26:34.4349 27:31.084 28:35.0607 29:26.6161 30:31.5706 31:29.4014 32:28.8422 33:24.8527 34:32.1468 35:35.1609 36:33.1173 37:31.9015 38:34.6938 39:31.391 40:24.5652 41:33.5929 42:27.2686 43:30.7532 44:28.6854 45:33.7192 46:28.3729 47:26.4905 48:33.8158 49:24.6856 50:26.0858 51:32.1405 52:35.9423 53:35.0853 54:35.3845 55:31.4013 56:28.1588 57:30.4594 58:30.368 59:26.5412 60:31.4222 
-1 1:27.0997 2:31.5199 3:30.8038 4:28.5932 5:26.6983 6:32.5261 7:24.7359 8:30.7745 9:35.4374 10:34.7526 11:34.7507 12:29.6368 13:28.0144 14:30.3254 15:28.9633 16:28.6442 17:35.9721 18:33.4618 19:29.2663 20:27.2025 21:28.2906 22:25.0521 23:26.3884 24:30.3081 25:28.3413 26:30.4774 27:24.7113 28:29.9247 29:26.8654 30:27.2003 31:32.2026 32:30.661 33:26.7773 34:34.4753 35:33.4577 36:29.8766 37:32.1493 38:33.5822 39:25.9345 40:24.7936 41:28.382 42:34.8333 43:25.0007 44:28.9384 45:30.6511 46:36.0228 47:33.6601 48:26.0887 49:31.0337 50:32.1343 51:26.9671 52:24.556 53:29.7037 54:25.5431 55:31.2221 56:31.6727 57:28.7342 58:28.0614 59:35.1066 60:27.0854 
-1 1:29.4965 2:28.1316 3:29.4459 4:31.4876 5:32.5261 6:34.8466 7:33.0777 8:24.4932 9:32.7123 10:27.7038 11:28.5014 12:24.8846 13:32.7483 14:32.0719 15:25.7744 16:26.7732 17:31.6 18:28.9453 19:33.93 20:32.7016 21:34.9938 22:27.2598 23:26.0245 24:33.6575 25:32.6517 26:31.4156 27:26.0443 28:32.6352 29:25.3734 30:27.717 31:30.7572 32:33.9094 33:34.6538 34:35.2325 35:27.099 36:34.4929 37:33.5495 38:31.9312 39:34.7779 40:24.173 41:32.3032 42:30.2163 43:25.5655 44:30.6033 45:28.8091 46:28.4926 47:34.0086 48:35.3423 49:33.3667 50:28.6505 51:34.2759 52:25.9477 53:34.2359 54:26.5977 55:30.2361 56:34.0872 57:29.2068 58:33.3659 59:29.7426 60:27.6759 
-1 1:25.7946 2:33.9116 3:25.3323 4:24.43 5:26.9818 6:25.3804 7:25.3411 8:30.1135 9:25.4443 10:29.9155 11:29.0078 12:24.4778 13:35.2149 14:31.2526 15:25.672 16:31.3536 17:27.2958 18:31.0077 19:31.9731 20:26.6106 21:26.8004 22:29.5002 23:30.553 24:33.3039 25:33.5694 26:30.762 27:28.736 28:25.3543 29:35.8814 30:32.9954 31:28.4882 32:25.188 33:31.8923 34:31.9371 35:29.8689 36:28.7089 37:27.6002 38:34.4885 39:27.7361 40:34.7342 41:34.2649 42:25.8412 43:27.6505 44:28.8646 45:34.0813 46:31.8497 47:28.7188 48:30.452 49:33.2998 50:27.352 51:35.4062 52:28.5719 53:27.1919 54:24.7289 55:34.0335 56:35.9945 57:32.1629 58:33.2212 59:32.0906 60:26.8977 
-1 1:33.4655 2:30.7767 3:35.9042 4:35.4448 5:27.8881 6:24.0044 7:28.7063 8:24.5398 9:33.9381 10:25.1457 11:29.198 12:30.5196 13:32.294 14:33.6718 15:27.9241 16:24.6221 17:33.9476 18:31.9158 19:25.9536 20:33.0957 21:34.2384 22:34.2153 23:33.3465 24:28.9843 25:26.1424 26:30.5093 27:35.3082 28:29.1583 29:35.5773 30:32.334 31:24.1693 32:29.9548 33:27.1915 34:26.0546 35:32.8974 36:34.5006 37:28.4621 38:29.2479 39:27.6164 40:33.7122 41:31.7682 42:31.0088 43:28.0262 44:25.5805 45:34.3056 46:24.1263 47:24.4146 48:31.0014 49:28.2003 50:30.2325 51:24.043 52:34.328 53:35.9552 54:25.0429 55:24.2347 56:35.5362 57:27.6615 58:25.7862 59:28.3508 60:33.8789 
-1 1:31.7006 2:31.3466 3:34.3405 4:33.6582 5:34.7008 6:29.0794 7:27.8264 8:24.3558 9:30.6202 10:35.5902 11:29.74 12:25.7469 13:31.3047 14:24.4429 15:25.9044 16:29.9086 17:25.3668 18:32.9781 19:33.1408 20:27.0182 21:34.6685 22:24.452 23:33.0362 24:31.0741 25:26.6194 26:26.301 27:27.9443 28:27.7137 29:24.1028 30:24.4755 31:34.5873 32:24.9889 33:26.8456 34:26.3598 35:29.1752 36:33.0053 37:25.878 38:24.9063 39:32.4332 40:32.958 41:25.7289 42:35.8425 43:35.5854 44:26.193 45:31.1057 46:24.8163 47:27.8995 48:31.3091 49:33.0365 50:28.6898 51:31.3914 52:35.6835 53:35.4587 54:35.1657 55:30.2692 56:34.1705 57:24.8597 58:33.2455 59:25.618 60:28.9975 
-1 1:32.2613 2:27.3329 3:30.694 4:27.3329 5:33.7185 6:30.3973 7:32.7784 8:30.8898 9:31.1498 10:33.562 11:25.7447 12:29.9681 13:35.6122 14:27.7049 15:30.9959 16:32.3987 17:30.1043 18:26.3036 19:30.4311 20:31.5008 21:31.102 22:32.7457 23:29.9218 24:27.7409 25:25.0859 26:33.7034 27:32.5603 28:32.2691 29:31.6308 30:33.9865 31:31.8651 32:34.6666 33:33.2088 34:33.9847 35:32.8324 36:31.5364 37:35.3181 38:25.2713 39:30.5226 40:26.0689 41:33.186 42:25.8133 43:26.2724 44:35.0607 45:28.3225 46:25.7983 47:35.2806 48:25.5409 49:27.6105 50:33.9843 51:33.302 52:34.0824 53:35.8403 54:35.4191 55:24.8211 56:29.9614 57:34.541 58:26.3667 59:24.0132 60:27.9344 
-1 1:30.2137 2:33.5576 3:34.5969 4:35.8645 5:32.4596 6:30.8967 7:24.4473 8:30.105 9:33.0696 10:33.782 11:29.2145 12:25.1968 13:27.0663 14:31.463 15:31.8449 16:33.6906 17:26.4361 18:25.5662 19:29.0188 20:30.7936 21:35.343 22:27.7431 23:27.6663 24:32.4993 25:33.8239 26:31.8706 27:33.6138 28:28.8818 29:35.0243 30:30.3624 31:28.2153 32:25.611 33:34.3482 34:29.8454 35:31.1252 36:31.6297 37:35.9038 38:27.4732 39:28.4687 40:29.4584 41:34.7904 42:35.4852 43:33.0288 44:30.7906 45:32.312 46:31.0554 47:31.6426 48:25.2269 49:34.8565 50:27.341 51:26.2551 52:33.0949 53:29.2971 54:34.4702 55:32.1295 56:34.111 57:30.0488 58:34.1841 59:35.0915 60:30.9676 
-1 1:34.2127 2:25.669 3:24.0059 4:31.6246 5:28.0684 6:25.6268 7:28.1628 8:28.8987 9:25.7417 10:31.9892 11:35.1106 12:25.8618 13:30.6239 14:26.8584 15:31.4748 16:29.1991 17:32.7211 18:28.0706 19:30.2629 20:34.9835 21:28.7801 22:24.3096 23:26.3704 24:25.2794 25:33.9766 26:31.7935 27:32.5812 28:24.0907 29:35.906 30:35.2648 31:29.4811 32:26.5162 33:28.1257 34:27.2378 35:29.7077 36:30.1135 37:25.8655 38:28.566 39:29.7903 40:30.4715 41:32.6818 42:27.5264 43:25.9386 44:29.4951 45:29.14 46:33.334 47:35.4958 48:26.7002 49:24.5009 50:24.8626 51:35.6879 52:29.9905 53:25.8949 54:26.5808 55:26.1122 56:32.1453 57:26.1299 58:32.3139 59:30.3287 60:25.5908 
-1 1:33.0777 2:32.9058 3:26.4093 4:25.7531 5:25.1916 6:24.8237 7:30.9287 8:31.1634 9:24.5578 10:27.15 11:25.423 12:35.0103 13:27.6428 14:32.1376 15:34.0346 16:28.3512 17:33.2672 18:25.0675 19:29.3361 20:25.4355 21:28.3012 22:34.689 23:35.2178 24:27.2896 25:26.2158 26:25.0862 27:31.629 28:26.2209 29:31.0117 30:35.4697 31:30.0635 32:27.5448 33:33.7056 34:29.79 35:32.8706 36:34.7691 37:34.2142 38:31.1215 39:28.6942 40:34.7067 41:27.3568 42:26.7876 43:25.9099 44:25.0102 45:30.0521 46:26.6473 47:35.7 48:24.3375 49:28.2612 50:25.2346 51:30.7076 52:35.4429 53:29.0485 54:33.5808 55:31.5695 56:33.7699 57:24.1168 58:27.6781 59:34.4048 60:24.0316 
-1 1:26.1229 2:27.5393 3:27.8286 4:32.7989 5:32.2584 6:33.4875 7:29.162 8:31.4509 9:28.2759 10:33.6307 11:27.414 12:30.5229 13:31.8324 14:25.7421 15:27.4353 16:26.9602 17:35.6475 18:26.8529 19:34.6861 20:33.273 21:29.8359 22:25.8005 23:30.6239 24:26.5261 25:24.0779 26:32.5401 27:30.845 28:34.1345 29:32.3976 30:35.0643 31:35.3236 32:25.9327 33:25.4377 34:29.7709 35:35.0842 36:34.0475 37:29.5968 38:32.3917 39:29.0467 40:25.6488 41:28.9655 42:30.7561 43:34.8815 44:34.3376 45:29.9152 46:27.1662 47:35.5832 48:27.1151 49:28.5091 50:35.3886 51:26.0957 52:24.7264 53:36.0319 54:35.6522 55:29.4995 56:24.5159 57:35.1671 58:29.4073 59:30.4972 60:26.9994 
-1 1:34.1522 2:28.7753 3:32.6374 4:28.143 5:31.2739 6:26.1861 7:30.5754 8:25.8647 9:32.9737 10:31.8166 11:31.6227 12:35.1106 13:34.183 14:31.8078 15:26.1758 16:27.6579 17:31.9606 18:27.0667 19:29.2406 20:31.6584 21:29.1921 22:29.6959 23:32.482 24:30.3099 25:27.2165 26:32.4655 27:25.1156 28:27.042 29:24.3044 30:32.9286 31:31.3639 32:24.8945 33:30.8986 34:31.3293 35:33.999 36:34.779 37:34.2928 38:35.7775 39:32.5312 40:28.7698 41:31.9694 42:29.9321 43:33.356 44:25.3139 45:30.1704 46:32.9341 47:27.8929 48:29.9699 49:30.6503 50:26.3403 51:32.7931 52:30.6048 53:34.5623 54:34.2197 55:31.6503 56:35.3849 57:26.2478 58:34.9039 59:24.6559 60:27.5973 
-1 1:26.0528 2:26.6546 3:25.6327 4:30.1965 5:30.5483 6:34.0332 7:32.3961 8:33.7864 9:25.5313 10:28.2777 11:26.4655 12:29.0651 13:34.5888 14:29.7962 15:28.0802 16:29.7999 17:27.6123 18:29.1554 19:33.9127 20:26.5408 21:25.0594 22:30.7715 23:31.8963 24:33.8984 25:29.8278 26:24.1447 27:28.8561 28:27.1933 29:26.2779 30:30.4205 31:32.6704 32:27.5712 33:27.2187 34:29.1088 35:32.9433 36:35.129 37:35.3724 38:33.0828 39:30.217 40:33.0417 41:32.5011 42:32.456 43:25.3429 44:26.9646 45:31.1641 46:27.323 47:31.0627 48:29.8395 49:25.5372 50:26.3976 51:29.4679 52:28.584 53:32.6877 54:26.9664 55:33.6384 56:35.3148 57:24.6393 58:33.6931 59:32.7398 60:30.9551 
-1 1:26.8518 2:35.4224 3:27.0112 4:24.2167 5:27.0174 6:33.6189 7:28.1863 8:33.7959 9:29.9684 10:29.5619 11:27.2179 12:24.2515 13:34.9586 14:27.8213 15:33.4783 16:24.5626 17:30.4528 18:35.3471 19:30.8729 20:26.6348 21:35.3809 22:29.4576 23:27.2403 24:25.127 25:29.296 26:30.4869 27:30.4436 28:24.4917 29:29.0236 30:35.7933 31:31.2588 32:25.6396 33:33.9068 34:35.1062 35:31.0312 36:34.7169 37:25.0411 38:32.3858 39:25.7358 40:34.2142 41:29.3919 42:29.4429 43:32.5562 44:31.0855 45:25.0682 46:28.8543 47:34.5058 48:25.8343 49:35.5715 50:35.4932 51:25.481 52:29.2836 53:32.857 54:29.9717 55:31.2632 56:31.1432 57:33.1364 58:25.6833 59:24.1359 60:35.064 
-1 1:29.3166 2:26.3116 3:27.7893 4:28.194 5:35.7062 6:31.5904 7:29.3508 8:36.0195 9:33.2899 10:28.5142 11:31.3183 12:34.2484 13:31.0256 14:31.5537 15:28.6898 16:24.9445 17:31.4707 18:24.8406 19:27.4768 20:24.6015 21:31.9635 22:26.3065 23:34.2902 24:30.7153 25:30.1546 26:30.4814 27:24.889 28:27.3876 29:32.7549 30:25.8611 31:25.9404 32:24.3312 33:24.264 34:24.0532 35:29.0904 36:33.3806 37:26.9065 38:31.8813 39:28.0247 40:25.0014 41:28.042 42:36.0143 43:29.9772 44:33.6428 45:26.6113 46:27.5778 47:31.5445 48:33.258 49:35.0496 50:28.0042 51:26.8595 52:28.5994 53:35.5314 54:35.288 55:25.9404 56:31.7549 57:27.8055 58:32.3994 59:30.9526 60:32.5944 
-1 1:35.1227 2:25.1472 3:32.417 4:29.6882 5:25.0212 6:34.6611 7:33.2738 8:25.8082 9:32.6227 10:35.8406 11:30.4755 12:30.5027 13:34.0827 14:31.6694 15:34.2069 16:34.0222 17:26.3168 18:26.1196 19:30.3481 20:31.1876 21:29.0985 22:25.3752 23:26.4402 24:35.4102 25:32.4707 26:34.6611 27:26.6043 28:29.0919 29:26.7171 30:36.0107 31:27.5411 32:31.2787 33:29.5373 34:34.5906 35:25.4604 36:24.228 37:31.0848 38:26.5514 39:29.8013 40:28.0659 41:24.1965 42:24.1528 43:25.4604 44:29.0948 45:28.4423 46:27.233 47:35.8197 48:26.8581 49:34.6688 50:28.6391 51:35.7609 52:25.8574 53:31.3525 54:26.9212 55:35.4235 56:32.4629 57:27.4019 58:25.6033 59:35.7554 60:27.312 
