-1 1:0.740342178347312 2:0.336519171976051 3:0.538430675161682 4:0.174989969427547 5:0.13460766879042 
-1 1:0.717194746711159 2:0.339037516627093 3:0.573755797368927 4:0.156478853827889 5:0.130399044856574 
-1 1:0.727376936292724 2:0.357726362111176 3:0.548513755237137 4:0.166938968985215 5:0.119242120703725 
-1 1:0.756121629384348 2:0.33895107524126 3:0.521463192678861 4:0.156438957803658 5:0.130365798169715 
-1 1:0.760901929409294 2:0.350014887528275 3:0.502195273410134 4:0.152180385881859 5:0.152180385881859 
-1 1:0.729181502053219 2:0.351569652775659 3:0.546886126539914 4:0.169274277262354 5:0.130210982509503 
-1 1:0.726424158340268 2:0.382328504389615 3:0.535259906145461 4:0.152931401755846 5:0.127442834796538 
-1 1:0.728438222499369 2:0.370608920218977 3:0.536743953420588 4:0.16613503320161 5:0.127796179385854 
-1 1:0.751694640902701 2:0.351599106228683 3:0.521336605787357 4:0.15761339244734 5:0.121241071113339 
-1 1:0.773526783828593 2:0.379179795994408 3:0.45501575519329 4:0.16683911023754 5:0.151671918397763 
-1 1:0.736911534306039 2:0.361991630887177 3:0.530059173799081 4:0.168067542911904 5:0.129282725316849 
-1 1:0.650383764264224 2:0.340677209852689 3:0.61941310882307 4:0.258088795342946 5:0.103235518137178 
-1 1:0.685682672060845 2:0.319197105959359 3:0.602927866812122 4:0.224620185675104 5:0.118221150355318 
-1 1:0.711317156237641 2:0.300556544889144 3:0.591094538281983 4:0.210389581422401 5:0.100185514963048 
-1 1:0.688617127573151 2:0.316982487295577 3:0.612104113398356 4:0.196747750735186 5:0.109304305963992 
-1 1:0.682398244948267 2:0.31495303612997 3:0.608909203184608 4:0.230965559828644 5:0.104984345376657 
-1 1:0.706464943082122 2:0.278867740690312 3:0.613509029518685 4:0.195207418483218 5:0.0929559135634372 
-1 1:0.664349527069635 2:0.33895384034165 3:0.61011691261497 4:0.230488611432322 5:0.13558153613666 
-1 1:0.710279401751518 2:0.282165789736904 3:0.612980853566379 4:0.175137386733251 5:0.0972985481851395 
-1 1:0.710118795457562 2:0.264969699797598 3:0.614729703530427 4:0.19077818385427 5:0.105987879919039 
-1 1:0.68881389351635 2:0.344406946758175 3:0.583578437562463 4:0.239171490804288 5:0.0956685963217152 
-1 1:0.711328351713958 2:0.350192419305333 3:0.558119168267874 4:0.218870262065833 5:0.109435131032917 
-1 1:0.711330691511932 2:0.300092635481596 3:0.589070728908319 4:0.211176299042605 5:0.111145420548739 
-1 1:0.713225678931226 2:0.314658387763776 3:0.576873710900257 4:0.220260871434643 5:0.104886129254592 
-1 1:0.687495867155034 2:0.301533275067997 3:0.603066550135994 4:0.241226620054398 5:0.120613310027199 
-1 1:0.673100269695365 2:0.324944957783969 3:0.591864030249373 4:0.278524249529117 5:0.116051770637132 
-1 1:0.691821146816178 2:0.345910573408089 3:0.572914387207147 4:0.248623224637064 5:0.108097054190028 
-1 1:0.701974953980455 2:0.323988440298672 3:0.593978807214231 4:0.194393064179203 5:0.107996146766224 
-1 1:0.690201385651974 2:0.340618865646429 3:0.600564842060809 4:0.197200395900564 5:0.0896365435911655 
-1 1:0.703057100954824 2:0.237395904218512 3:0.630012207349128 4:0.210004069116376 5:0.09130611700712 
-1 1:0.721844503771302 2:0.264676318049477 3:0.601537086476085 4:0.180461125942825 5:0.120307417295217 
-1 1:0.701928863313397 2:0.325532226464184 3:0.579854278389328 4:0.233976287771132 5:0.101728820770058 
-1 1:0.678053562725427 2:0.339026781362713 3:0.593296867384749 4:0.242161986687652 5:0.121080993343826 
-1 1:0.711804416437758 2:0.25883796961373 3:0.619362284432854 4:0.184884264009807 5:0.0924421320049037 
-1 1:0.726348457433742 2:0.311292196043032 3:0.564937689115133 4:0.207528130695355 5:0.115293405941864 
-1 1:0.692231505876782 2:0.340949846178116 3:0.588913370671292 4:0.216968083931529 5:0.10331813520549 
-1 1:0.711790571056238 2:0.316351364913884 3:0.593158809213532 4:0.17794764276406 5:0.0988598015355887 
-1 1:0.722887689955561 2:0.326465408367028 3:0.559654985772047 4:0.209870619664518 5:0.11659478870251 
-1 1:0.706916826372862 2:0.34766401297026 3:0.567851221184758 4:0.208598407782156 5:0.11588800432342 
-1 1:0.691861569916322 2:0.302689436838391 3:0.605378873676781 4:0.227017077628793 5:0.108103370299425 
-1 1:0.727161446922099 2:0.302983936217541 3:0.585768943353913 4:0.161591432649355 5:0.100994645405847 
-1 1:0.724168909218506 2:0.274009857542137 3:0.596950046788228 4:0.185935260475022 5:0.0978606634079062 
-1 1:0.712869814685347 2:0.342899404532192 3:0.577514786580534 4:0.180473370806417 5:0.0902366854032084 
-1 1:0.690129748502006 2:0.301931764969628 3:0.603863529939255 4:0.237232101047565 5:0.107832773203438 
-1 1:0.71893266376121 2:0.319525628338316 3:0.581993108759075 4:0.171174443752669 5:0.114116295835113 
-1 1:0.689408586957028 2:0.293846282965291 3:0.63289968638678 4:0.158224921596695 5:0.113017801140496 
-1 1:0.728264679017919 2:0.283739485331657 3:0.576936953507702 4:0.217533605420937 5:0.0945798284438855 
-1 1:0.666414856774146 2:0.359652462386047 3:0.592368761577018 4:0.253872326390151 5:0.105780135995896 
-1 1:0.693932590840165 2:0.336123598688205 3:0.596348320253267 4:0.195168541173796 5:0.108426967318776 
-1 1:0.70573584859432 2:0.35286792429716 3:0.564588678875456 4:0.211720754578296 5:0.117622641432387 
-1 1:0.720197162241197 2:0.323566841006914 3:0.56363256175398 4:0.219190440682103 5:0.104376400324811 
-1 1:0.696181397419321 2:0.322113780895507 3:0.581882959037044 4:0.249378411015876 5:0.103907671256615 
-1 1:0.729271184900381 2:0.327643575824809 3:0.539026527969847 4:0.243090394966794 5:0.105691476072519 
-1 1:0.685682672060845 2:0.319197105959359 3:0.602927866812122 4:0.224620185675104 5:0.118221150355318 
-1 1:0.688380415045936 2:0.323943724727499 3:0.597271242466327 4:0.23283455214789 5:0.101232413977344 
-1 1:0.685531863846174 2:0.337650022491399 3:0.583213675212416 4:0.255795471584393 5:0.102318188633757 
-1 1:0.71740890232461 2:0.321227866712512 3:0.556794968968354 4:0.246274697812926 5:0.107075955570837 
-1 1:0.724808562324239 2:0.287622445366762 3:0.575244890733523 4:0.218593058478739 5:0.115048978146705 
-1 1:0.712224527213241 2:0.328719012559958 3:0.569779621770593 4:0.219146008373305 5:0.109573004186653 
-1 1:0.670711350450528 2:0.367809450247064 3:0.584167950392396 4:0.248812275167131 5:0.108179250072666 
-1 1:0.68558318577535 2:0.348601619885771 3:0.592622753805811 4:0.209160971931463 5:0.116200539961924 
